target,anchor_full,anchor_last
Q1,0.5904248838716277,0.6185058715032128
Q2,0.6928798566239225,0.6380843693004014
Q3,0.6626805461282007,0.6346920082407534
S1,0.492352153213852,0.4495444660169762
S2,0.5601204056897082,0.6228153228954334
S3,0.5415513745216881,0.6006790249905736
S4,0.630799037604625,0.5886543846409902
