candidate,full_logloss,last_logloss,full_delta_vs_anchor,last_delta_vs_anchor,fold_std,tail3_worst,pseudo_public_logloss,test_abs_delta_mean_vs_anchor,test_up_rate_vs_anchor,test_down_rate_vs_anchor,fold0_logloss,fold1_logloss,fold2_logloss,fold3_logloss,fold4_logloss,pseudo_Q1,delta_mean_Q1,delta_abs_Q1,up_rate_Q1,pseudo_Q2,delta_mean_Q2,delta_abs_Q2,up_rate_Q2,pseudo_Q3,delta_mean_Q3,delta_abs_Q3,up_rate_Q3,pseudo_S1,delta_mean_S1,delta_abs_S1,up_rate_S1,pseudo_S2,delta_mean_S2,delta_abs_S2,up_rate_S2,pseudo_S3,delta_mean_S3,delta_abs_S3,up_rate_S3,pseudo_S4,delta_mean_S4,delta_abs_S4,up_rate_S4,corr_to_last_guard_0p008_last0.588383_full0.587743,mean_abs_diff_to_last_guard_0p008_last0.588383_full0.587743,corr_to_target_select_public_tight_last0.572477_full0.592635,mean_abs_diff_to_target_select_public_tight_last0.572477_full0.592635,corr_to_public_aware_stack_blend_20260622_target_select_public_balanced__balanced_Q2_only_5_last0.570607_full0.592648,mean_abs_diff_to_public_aware_stack_blend_20260622_target_select_public_balanced__balanced_Q2_only_5_last0.570607_full0.592648,corr_to_02_guarded_targetwise,mean_abs_diff_to_02_guarded_targetwise,selector_score
direction_gated_ablation_20260622/core_plus_s1_q2q3,0.59349550571641,0.5791128759726945,-0.0023342453769650273,-0.01416933082563998,0.014610439886113257,0.6205258129788104,0.5890024362608962,0.004007698179369826,0.02057142857142857,0.021142857142857144,0.5928642360455447,0.582139775076284,0.6205258129788104,0.592805380398918,0.5791128759726945,0.5995303429183975,-0.00936908344256825,0.00936908344256825,0.0,0.6507640160590268,0.0026725171004301725,0.0026725171004301725,0.068,0.6386557200212603,0.0009885936644600751,0.0009885936644600751,0.012,0.4813721547200389,-0.0015445348168980114,0.0015445348168980114,0.0,0.5576409756274361,-0.009201249105072414,0.009201249105072414,0.0,0.5556745769394565,0.0,0.0,0.0,0.6393792675406577,0.0042779091261598585,0.0042779091261598585,0.064,0.9849925604691443,0.019924461069108425,0.9954087769358794,0.003603372954597721,0.9946334348856002,0.005298780828366201,0.9764472036629765,0.015619838265388007,0.5898531892005829
pattern_safe_candidates_20260622/q1_s2down25_s4up25,0.5947916485077128,0.589555601665794,-0.0010381025856621706,-0.003726605132540417,0.014061767688786246,0.6221272387263771,0.5891590639253016,0.0035630294037084826,0.11028571428571429,0.152,0.5909498707875052,0.5812471266019262,0.6221272387263771,0.590803213553504,0.589555601665794,0.5983816436599111,0.001879180925109512,0.017820126062224766,0.5,0.6506293014214858,0.0,0.0,0.0,0.6385580160551905,0.0,0.0,0.0,0.48080803568949,0.0,0.0,0.0,0.5611034988541931,-0.005117233760535743,0.005117233760535743,0.0,0.5556745769394565,0.0,0.0,0.0,0.6389583748573835,0.002003846003198871,0.002003846003198871,0.272,0.9842970951743933,0.01703932176026321,0.9857016187563407,0.007427143898407267,0.9851322359359612,0.008689380054098547,0.9868979599197147,0.014972689227826224,0.5899690431918522
anchor,0.595829751093375,0.5932822067983344,0.0,0.0,0.01378462437451174,0.6224215044455317,0.5894514135157739,0.0,0.0,0.0,0.5926653685309619,0.5822111636648557,0.6224215044455317,0.5894162870220908,0.5932822067983344,0.5976545717384166,0.0,0.0,0.0,0.6506293014214858,0.0,0.0,0.0,0.6385580160551905,0.0,0.0,0.0,0.48080803568949,0.0,0.0,0.0,0.5637742532339824,0.0,0.0,0.0,0.5556745769394565,0.0,0.0,0.0,0.6390611395323958,0.0,0.0,0.0,0.9793055892490312,0.020602351163971692,0.9799775222686686,0.00687795246751382,0.9793620922656936,0.0081401886232051,0.9893608967471578,0.01190357108327487,0.5901406447344995
target_weighted_single_model_lgbm_20260622/raw_S1_lgbm_smooth_subject_class_top60_hist1_bankbins_te_sh0.05_logit,0.5958652632945955,0.5931962768942473,3.551220122055554e-05,-8.59299040871786e-05,0.013799769845845248,0.6225045138775727,0.5895296944188967,0.0007134416967892612,0.052571428571428575,0.09028571428571429,0.5926759810268045,0.5822495819083914,0.6225045138775727,0.5895423909244016,0.5931962768942473,0.5976545717384166,0.0,0.0,0.0,0.6506293014214858,0.0,0.0,0.0,0.6385580160551905,0.0,0.0,0.0,0.48135600201135,-0.00034082176057137747,0.004994091877524828,0.368,0.5637742532339824,0.0,0.0,0.0,0.5556745769394565,0.0,0.0,0.0,0.6390611395323958,0.0,0.0,0.0,0.9791433448543588,0.020795171051811442,0.9799185790041296,0.0075853508562069,0.9792827514080263,0.00884758701189818,0.9896529270373638,0.011577428857223845,0.5902535154325199
target_weighted_single_model_lgbm_20260622/raw_S1_lgbm_smooth_subject_class_top160_hist1_bankbins_te_sh0.05_logit,0.5958638249892391,0.5931882667565848,3.4073895864072945e-05,-9.394004174967385e-05,0.013792639617019624,0.6224935271136375,0.5895305991916334,0.000715968454036617,0.052,0.09085714285714286,0.5926694117306813,0.5822674340254123,0.6224935271136375,0.5895423909244016,0.5931882667565848,0.5976545717384166,0.0,0.0,0.0,0.6506293014214858,0.0,0.0,0.0,0.6385580160551905,0.0,0.0,0.0,0.4813623354205068,-0.0004210718309117567,0.005011779178256318,0.364,0.5637742532339824,0.0,0.0,0.0,0.5556745769394565,0.0,0.0,0.0,0.6390611395323958,0.0,0.0,0.0,0.9791483466125125,0.0207880401186792,0.9799182901663188,0.007587865806897251,0.9792824836873446,0.00885010196258853,0.9896545391169915,0.011577596330692996,0.5902536360896581
target_weighted_single_model_lgbm_20260622/raw_S1_lgbm_smooth_subject_class_top240_hist1_bankbins_te_sh0.05_logit,0.5958693538780891,0.5932191296318526,3.960278471415446e-05,-6.307716648179529e-05,0.013791487066115144,0.6224949032919825,0.5895298229682059,0.0007171398789329173,0.052,0.09085714285714286,0.5926575794377088,0.5822683319990072,0.6224949032919825,0.5895510272334745,0.5932191296318526,0.5976545717384166,0.0,0.0,0.0,0.6506293014214858,0.0,0.0,0.0,0.6385580160551905,0.0,0.0,0.0,0.4813569018565134,-0.00030023565582914125,0.005019979152530421,0.364,0.5637742532339824,0.0,0.0,0.0,0.5556745769394565,0.0,0.0,0.0,0.6390611395323958,0.0,0.0,0.0,0.9791370957795541,0.020798628936772506,0.9799206336731103,0.007588717420961403,0.9792846082068108,0.008850953576652684,0.989657592357055,0.01157271424258706,0.5902547724925296
target_weighted_single_model_lgbm_20260622/raw_S1_lgbm_smooth_subject_class_top100_hist1_bankbins_te_sh0.05_logit,0.5958696430596967,0.5931996517261874,3.989196632170344e-05,-8.255507214705027e-05,0.013799148266328862,0.6225094895591529,0.5895304201298577,0.0007169140109721821,0.052571428571428575,0.09028571428571429,0.592678129643428,0.5822610330624823,0.6225094895591529,0.5895423909244016,0.5931996517261874,0.5976545717384166,0.0,0.0,0.0,0.6506293014214858,0.0,0.0,0.0,0.6385580160551905,0.0,0.0,0.0,0.481361081988076,-0.0003785932962168854,0.005018398076805274,0.368,0.5637742532339824,0.0,0.0,0.0,0.5556745769394565,0.0,0.0,0.0,0.6390611395323958,0.0,0.0,0.0,0.9791449382897549,0.020792497308153808,0.97991855651693,0.007588697607723113,0.9792826714337796,0.008850933763414393,0.9896539027886522,0.011577760685695243,0.5902558471517159
target_weighted_single_model_lgbm_20260622/raw_S1_lgbm_mid_target_auto_top60_hist1_bankbins_te_sh0.05_logit,0.5958980482381778,0.5931627929895854,6.829714480283133e-05,-0.00011941380874902485,0.01382508412773452,0.6225919271817787,0.5895448211494267,0.0008516078985796622,0.04971428571428571,0.09314285714285714,0.5927466053147885,0.582277025030078,0.6225919271817787,0.5895500871255681,0.5931627929895854,0.5976545717384166,0.0,0.0,0.0,0.6506293014214858,0.0,0.0,0.0,0.6385580160551905,0.0,0.0,0.0,0.48146188912506,-0.00022917335607180612,0.005961255290057635,0.348,0.5637742532339824,0.0,0.0,0.0,0.5556745769394565,0.0,0.0,0.0,0.6390611395323958,0.0,0.0,0.0,0.9790702423400328,0.020858999127540134,0.9798953874149132,0.007721967256050398,0.979255586323997,0.008984203411741679,0.989699374433832,0.011552579116257898,0.5902855275934519
target_weighted_single_model_lgbm_20260622/raw_S1_lgbm_mid_target_auto_top160_hist1_bankbins_te_sh0.05_logit,0.5959006954509201,0.5931635519416814,7.094435754506634e-05,-0.00011865485665307762,0.013824908601950183,0.6225924671855434,0.5895447504398704,0.000851883291529136,0.05028571428571429,0.09257142857142857,0.5927591741180953,0.5822757632516214,0.6225924671855434,0.5895500871255681,0.5931635519416814,0.5976545717384166,0.0,0.0,0.0,0.6506293014214858,0.0,0.0,0.0,0.6385580160551905,0.0,0.0,0.0,0.48146139415816525,-0.00021644654328636026,0.005963183040703952,0.352,0.5637742532339824,0.0,0.0,0.0,0.5556745769394565,0.0,0.0,0.0,0.6390611395323958,0.0,0.0,0.0,0.9790703042180554,0.02085971603039974,0.9798955789908855,0.0077222198168358245,0.9792557757932722,0.008984455972527105,0.9896980362795184,0.011552454194870962,0.5902863828938546
target_weighted_single_model_lgbm_20260622/raw_S1_lgbm_smooth_target_auto_top160_hist1_bankbins_te_sh0.05_logit,0.5959029759076792,0.5931719482605696,7.32248143041625e-05,-0.00011025853776480687,0.013832970676682571,0.622613941622956,0.5895456452546132,0.0008420617472113744,0.04971428571428571,0.09314285714285714,0.5927396856936854,0.5822803072454369,0.622613941622956,0.5895485559698048,0.5931719482605696,0.5976545717384166,0.0,0.0,0.0,0.6506293014214858,0.0,0.0,0.0,0.6385580160551905,0.0,0.0,0.0,0.48146765786136436,-0.0004912744171545452,0.005894432230479622,0.348,0.5637742532339824,0.0,0.0,0.0,0.5556745769394565,0.0,0.0,0.0,0.6390611395323958,0.0,0.0,0.0,0.9791031607274643,0.02082595091401798,0.9798982697827803,0.007712223808063083,0.9792591866451456,0.008974459963754363,0.9896875899256398,0.011564727362639778,0.59028818432587
