split,target,fold,subject_id,balance_rate,history_rows,future_rows,history_pos_rate,target_future_mean,before_mean,after_mean,candidate
oof,Q1,3,id03,0.305,26,7,0.8076923076923077,0.02,0.8037218581008274,0.019999999999999993,allq_rate_0p305
oof,Q1,3,id04,0.305,46,11,0.5217391304347826,0.02,0.5747027961762879,0.019999999999999987,allq_rate_0p305
oof,Q1,3,id05,0.305,35,9,0.6,0.02,0.6409251132707702,0.01999999999999999,allq_rate_0p305
oof,Q1,3,id06,0.305,38,10,0.10526315789473684,0.98,0.27742333064187896,0.9799999999999999,allq_rate_0p305
oof,Q1,3,id07,0.305,39,10,0.5384615384615384,0.02,0.5178437707543291,0.020000000000000014,allq_rate_0p305
oof,Q1,3,id08,0.305,45,11,0.4666666666666667,0.02,0.41112516752077366,0.02,allq_rate_0p305
oof,Q1,3,id09,0.305,33,8,0.5757575757575758,0.02,0.5663546405849964,0.02,allq_rate_0p305
oof,Q1,3,id10,0.305,26,7,0.5384615384615384,0.02,0.44861541818065076,0.020000000000000007,allq_rate_0p305
oof,Q1,4,id01,0.305,33,8,0.3333333333333333,0.18812499999999988,0.47099550677140567,0.18812499999999993,allq_rate_0p305
oof,Q1,4,id02,0.305,39,9,0.5384615384615384,0.02,0.5635519025845672,0.019999999999999997,allq_rate_0p305
oof,Q1,4,id03,0.305,27,6,0.8518518518518519,0.02,0.7213625043666081,0.020000000000000004,allq_rate_0p305
oof,Q1,4,id04,0.305,46,11,0.5217391304347826,0.02,0.6155045961847023,0.019999999999999997,allq_rate_0p305
oof,Q1,4,id05,0.305,36,8,0.6388888888888888,0.02,0.43649764158998605,0.019999999999999993,allq_rate_0p305
