target,config_key,model,param_profile,weight_profile,top_k,shrink_mode,shrink,full_logloss,last_logloss,full_delta_vs_anchor,last_delta_vs_anchor,rank_score,raw_active_full_logloss,raw_active_last_logloss,fold0_logloss,fold1_logloss,fold2_logloss,fold3_logloss,fold4_logloss,active_fold0_raw_logloss
Q1,lgbm|smooth|uniform|top20|hist0|banknone,lgbm,smooth,uniform,20,logit,0.0,0.5904248838716277,0.6185058715032128,0.0,0.0,0.6229090295817957,0.6395251609183569,,0.542826510063604,0.6312121035496189,0.5935222474440965,0.5701035275859473,0.6185058715032128,0.6395251609183569
Q1,lgbm|smooth|uniform|top20|hist0|banknone,lgbm,smooth,uniform,20,logit,0.25,0.5914763734283802,0.6185058715032128,0.001051489556752494,0.0,0.6238027957050354,0.6395251609183569,,0.5478072500692741,0.6312121035496189,0.5935222474440965,0.5701035275859473,0.6185058715032128,0.6395251609183569
Q2,lgbm|smooth|uniform|top20|hist0|banknone,lgbm,smooth,uniform,20,logit,0.0,0.6928798566239225,0.6380843693004012,0.0,-1.1102230246251565e-16,0.6544467896573409,0.715586991797293,,0.711513567173958,0.6320549532598854,0.7975184800361131,0.6842455848228304,0.6380843693004012,0.715586991797293
Q2,lgbm|smooth|uniform|top20|hist0|banknone,lgbm,smooth,uniform,20,logit,0.25,0.6930413157714258,0.6380843693004012,0.0001614591475033178,-1.1102230246251565e-16,0.6545840299327188,0.715586991797293,,0.7122783736621311,0.6320549532598854,0.7975184800361131,0.6842455848228304,0.6380843693004012,0.715586991797293
Q3,lgbm|smooth|uniform|top20|hist0|banknone,lgbm,smooth,uniform,20,logit,0.0,0.6626805461282007,0.6346920082407534,0.0,0.0,0.6432526331559468,0.6963506459666431,,0.6945061214538464,0.6727576578357087,0.6955517920765923,0.613734493992541,0.6346920082407534,0.6963506459666431
Q3,lgbm|smooth|uniform|top20|hist0|banknone,lgbm,smooth,uniform,20,logit,0.25,0.6627689736176549,0.6346920082407534,8.842748945414591e-05,0.0,0.6433277965219829,0.6963506459666431,,0.6949249885091557,0.6727576578357087,0.6955517920765923,0.613734493992541,0.6346920082407534,0.6963506459666431
S1,lgbm|smooth|uniform|top20|hist0|banknone,lgbm,smooth,uniform,20,logit,0.0,0.492352153213852,0.4495444660169763,0.0,1.1102230246251565e-16,0.4545098317401707,0.5413208028869051,,0.470478165353136,0.486229139083562,0.5290528261383755,0.5258050908732016,0.4495444660169763,0.5413208028869051
S1,lgbm|smooth|uniform|top20|hist0|banknone,lgbm,smooth,uniform,20,logit,0.25,0.49306972324799475,0.4495444660169763,0.0007175700341427449,1.1102230246251565e-16,0.45511976626919204,0.5413208028869051,,0.47387718130433837,0.486229139083562,0.5290528261383755,0.5258050908732016,0.4495444660169763,0.5413208028869051
S2,lgbm|smooth|uniform|top20|hist0|banknone,lgbm,smooth,uniform,20,logit,0.0,0.5601204056897082,0.6228153228954334,0.0,0.0,0.632413449757989,0.6059805505948374,,0.568585442652781,0.5261479218628835,0.5251425064575487,0.5605193582907247,0.6228153228954334,0.6059805505948374
S2,lgbm|smooth|uniform|top20|hist0|banknone,lgbm,smooth,uniform,20,logit,0.25,0.5602751588760512,0.6228153228954334,0.00015475318634294855,0.0,0.6325449899663804,0.6059805505948374,,0.5693184840617739,0.5261479218628835,0.5251425064575487,0.5605193582907247,0.6228153228954334,0.6059805505948374
S3,lgbm|smooth|uniform|top20|hist0|banknone,lgbm,smooth,uniform,20,logit,0.0,0.5415513745216881,0.6006790249905735,0.0,-1.1102230246251565e-16,0.6080569767430271,0.5673579495292044,,0.5039339129482665,0.5311459193317364,0.5670960119251663,0.5112961755150871,0.6006790249905735,0.5673579495292044
S3,lgbm|smooth|uniform|top20|hist0|banknone,lgbm,smooth,uniform,20,logit,0.25,0.5438386545694838,0.6006790249905735,0.002287280047795659,-1.1102230246251565e-16,0.6100011647836534,0.5673579495292044,,0.5147683973851935,0.5311459193317364,0.5670960119251663,0.5112961755150871,0.6006790249905735,0.5673579495292044
S4,lgbm|smooth|uniform|top20|hist0|banknone,lgbm,smooth,uniform,20,logit,0.25,0.629823055914996,0.5886543846409902,-0.0009759816896289797,0.0,0.5936162949089975,0.6593298591573267,,0.6521907889097411,0.5959304507305941,0.649066667040829,0.6602097780743036,0.5886543846409902,0.6593298591573267
S4,lgbm|smooth|uniform|top20|hist0|banknone,lgbm,smooth,uniform,20,logit,0.0,0.6307990376046251,0.5886543846409902,1.1102230246251565e-16,0.0,0.5936162949089976,0.6593298591573267,,0.6568138600711415,0.5959304507305941,0.649066667040829,0.6602097780743036,0.5886543846409902,0.6593298591573267
