target,source,mode,alpha,full_logloss,last_logloss,full_delta_vs_base,last_delta_vs_base,fold_std,tail3_worst,fp_rate,fn_rate,pred_pos_rate,true_pos_rate,test_pos_rate,base_test_pos_rate,test_pos_delta,test_mean_delta,test_abs_delta_mean,fp_pressure,test_pos_inflation,full_regret,tail_regret,public_tail_score,private_full_score,balanced_score,fp_suppress_score,fold0_logloss,fold1_logloss,fold2_logloss,fold3_logloss,fold4_logloss
Q1,raw_full,logit,0.65,0.587492804489922,0.6124588419704442,0.002936542160073552,0.00921893090335324,0.03077363633341993,0.6124588419704442,0.13777777777777778,0.1688888888888889,0.46444444444444444,0.4955555555555556,0.532,0.516,0.016000000000000014,0.0030076464510635273,0.00597585849804675,0.0,0.016000000000000014,0.002436542160073552,0.00921893090335324,0.6213723968148377,0.5906221381339364,0.9293202950202456,0.7432764286149451,0.5390331040498774,0.6268346636020832,0.5900663708872387,0.5729320938722223,0.6124588419704442
Q1,raw_full,logit,0.7,0.5878494587540367,0.6132750769421246,0.0032931964241882383,0.010035165875033614,0.030887023748845555,0.6132750769421246,0.13777777777777778,0.1688888888888889,0.46444444444444444,0.4955555555555556,0.536,0.516,0.020000000000000018,0.0032369414752509147,0.00643627634819754,0.0,0.020000000000000018,0.0027931964241882383,0.010035165875033614,0.6238734934764868,0.5912538001244935,0.9309215795765697,0.7444578604252368,0.5395678783698101,0.6272524804481057,0.5905406875881049,0.5724985739073969,0.6132750769421246
Q1,raw_full,logit,0.75,0.5882264452232084,0.614107074955842,0.0036701828933599634,0.010867163888751086,0.03102333674218248,0.614107074955842,0.13777777777777778,0.1688888888888889,0.46444444444444444,0.4955555555555556,0.536,0.516,0.020000000000000018,0.0034657748441208626,0.006896616198507763,0.0,0.020000000000000018,0.0031701828933599634,0.010867163888751086,0.6252110096010444,0.591910836153564,0.9320821302112583,0.7450635616911019,0.5401050612362285,0.6277376740196622,0.5910214375428947,0.5720747617823242,0.614107074955842
Q1,raw_full,logit,0.8,0.5886240387927447,0.6149549090941261,0.004067776462896244,0.011714998027035128,0.031182730067867995,0.6149549090941261,0.13777777777777778,0.16666666666666666,0.4666666666666667,0.4955555555555556,0.532,0.516,0.016000000000000014,0.0036941139014542877,0.007356841941375173,0.0,0.016000000000000014,0.0035677764628962443,0.011714998027035128,0.6253852733895117,0.5925935434196372,0.9328023706784174,0.7450938239536381,0.5406446357761849,0.6282914734205212,0.591508637575046,0.5716607208475321,0.6149549090941261
Q1,raw_full,logit,0.9,0.5894819980375859,0.6166983501930469,0.004925735707737466,0.013458439125955901,0.03157123193435035,0.6166983501930469,0.13777777777777778,0.16444444444444445,0.4688888888888889,0.4955555555555556,0.532,0.516,0.016000000000000014,0.004149179503785192,0.00827680744894844,0.0,0.016000000000000014,0.004425735707737466,0.013458439125955901,0.6282451908693093,0.5940370027813602,0.935323394413598,0.7464290419210503,0.5417308919179049,0.6296091018198856,0.5925024512771919,0.570862204838475,0.6166983501930469
Q1,raw_full,logit,1.0,0.5904248838716277,0.6185058715032128,0.005868621541779251,0.015265960436121828,0.03205314886698964,0.6185058715032128,0.13777777777777778,0.16666666666666666,0.4666666666666667,0.4955555555555556,0.532,0.516,0.016000000000000014,0.004601881296890964,0.009195887182961687,0.0,0.016000000000000014,0.0053686215417792504,0.015265960436121828,0.6312551548026989,0.5955858678266756,0.9380070760562195,0.747865166670664,0.542826510063604,0.6312121035496189,0.5935222474440965,0.5701035275859473,0.6185058715032128
Q1,raw_full,prob,0.1,0.5848357491707102,0.6045964800753122,0.00027948684086176456,0.0013565690082212312,0.03102590062968057,0.6045964800753122,0.13555555555555557,0.16666666666666666,0.46444444444444444,0.4955555555555556,0.52,0.516,0.0040000000000000036,0.00046018812968911073,0.0009195887182961659,0.0,0.0040000000000000036,0.0,0.0013565690082212312,0.6060827284111919,0.58529743891489,0.918170302336874,0.7366262506818617,0.5332628592774435,0.6263346622815922,0.5852902655874185,0.5782793082389363,0.6045964800753122
Q1,raw_full,prob,0.2,0.5851866523439729,0.6059878037138196,0.00063039001412446,0.002747892646728589,0.030854291190312307,0.6059878037138196,0.13555555555555557,0.1688888888888889,0.4622222222222222,0.4955555555555556,0.52,0.516,0.0040000000000000036,0.0009203762593782201,0.0018391774365923326,0.0,0.0040000000000000036,0.00013039001412446004,0.002747892646728589,0.6078828645928341,0.5861211533140238,0.9196655100670585,0.7373663662570744,0.534236744001757,0.6260416580234478,0.5861223750312025,0.5771865898468861,0.6059878037138196
Q1,raw_full,prob,0.3,0.5856067538165192,0.6074148619524429,0.0010504914866706905,0.0041749508853519135,0.030761233801760293,0.6074148619524429,0.13555555555555557,0.1688888888888889,0.4622222222222222,0.4955555555555556,0.524,0.516,0.008000000000000007,0.0013805643890672612,0.002758766154888507,0.0,0.008000000000000007,0.0005504914866706905,0.0041749508853519135,0.6111848358771891,0.5870255010844784,0.9218381160570611,0.7387846137815998,0.535230220701993,0.625969784713183,0.5869736182678801,0.5761425952561923,0.6074148619524429
Q1,raw_full,prob,0.35,0.5858422503918951,0.6081421195192973,0.0012859880620466058,0.004902208452206347,0.030742849493326244,0.6081421195192973,0.13555555555555557,0.1688888888888889,0.4622222222222222,0.4955555555555556,0.528,0.516,0.01200000000000001,0.001610658453911837,0.0032185605140365864,0.0,0.01200000000000001,0.0007859880620466058,0.004902208452206347,0.6134745104892335,0.5875075139120223,0.9232090672705086,0.7398226154948511,0.5357346076045538,0.6260139217941736,0.5874065951473306,0.5756384344895049,0.6081421195192973
Q1,raw_full,prob,0.4,0.5860945186752663,0.6088787148822086,0.001538256345417821,0.00563880381511761,0.03074262818231732,0.6088787148822086,0.13555555555555557,0.1688888888888889,0.4622222222222222,0.4955555555555556,0.528,0.516,0.01200000000000001,0.0018407525187563879,0.0036783548731846726,0.0,0.01200000000000001,0.001038256345417821,0.00563880381511761,0.614590018103939,0.5880092865422996,0.9241296636367918,0.7402797233651118,0.5362442641232673,0.6261102525047417,0.5878445763592985,0.5751459543914498,0.6088787148822086
Q1,raw_full,prob,0.45,0.5863634581602354,0.6096247941642221,0.0018071958303869096,0.006384883097131144,0.030760176185898498,0.6096247941642221,0.13777777777777778,0.1688888888888889,0.46444444444444444,0.4955555555555556,0.528,0.516,0.01200000000000001,0.0020708465836009595,0.004138149232332758,0.0,0.01200000000000001,0.0013071958303869096,0.006384883097131144,0.61573143630705,0.5885307652282874,0.9250798790645592,0.7407558734167459,0.5367593247702572,0.626258071830645,0.5882876406753076,0.5746650098786473,0.6096247941642221
Q1,raw_full,prob,0.5,0.5866490012082954,0.6103805093780114,0.0020927388784469647,0.0071405983109203985,0.030795141703095136,0.6103805093780114,0.13777777777777778,0.1688888888888889,0.46444444444444444,0.4955555555555556,0.532,0.516,0.016000000000000014,0.002300940648445482,0.004597943591480841,0.0,0.016000000000000014,0.0015927388784469647,0.0071405983109203985,0.6180988790384849,0.5890719309755343,0.9265397362513311,0.7418510360144149,0.5372799296826531,0.6264568137043486,0.5887358695117404,0.5741954655233076,0.6103805093780114
Q1,raw_full,prob,0.55,0.5869511118326475,0.6111460186864073,0.0023948495027990013,0.007906107619316316,0.030847212950007363,0.6111460186864073,0.13777777777777778,0.1688888888888889,0.46444444444444444,0.4955555555555556,0.532,0.516,0.016000000000000014,0.0025310347132900283,0.005057737950628925,0.0,0.016000000000000014,0.0018948495027990013,0.007906107619316316,0.6192924957973804,0.5896327984093476,0.9275493052370523,0.7423652147120275,0.5378062249524111,0.6267060446568493,0.5891893470387959,0.5737371951942892,0.6111460186864073
Q1,raw_full,prob,0.6,0.5872697848546601,0.6119214866806366,0.002713522524811607,0.008681575613545656,0.030916116854859312,0.6119214866806366,0.13777777777777778,0.1688888888888889,0.46444444444444444,0.4955555555555556,0.532,0.516,0.016000000000000014,0.002761128778134575,0.0055175323097770125,0.0,0.016000000000000014,0.002213522524811607,0.008681575613545656,0.6205124712028789,0.590213415020288,0.9285887024739901,0.742898445478759,0.5383383629812163,0.6270054592258141,0.5896481602956324,0.5732900817358535,0.6119214866806366
Q1,raw_full,prob,0.65,0.5876050454102757,0.6127070846776328,0.00304878308042722,0.009467173610541835,0.031001618267350893,0.6127070846776328,0.13777777777777778,0.1688888888888889,0.46444444444444444,0.4955555555555556,0.532,0.516,0.016000000000000014,0.0029912228429791253,0.005977326668925097,0.0,0.016000000000000014,0.00254878308042722,0.009467173610541835,0.6217590248918018,0.5908138607657168,0.9296580903833671,0.7434507962797855,0.5388765028628344,0.627354877006073,0.5901123993121201,0.5728540166817225,0.6127070846776328
Q1,raw_full,prob,0.7,0.5879569487937715,0.6135029910379126,0.0034006864639229972,0.010263079970821654,0.031103519653127205,0.6135029910379126,0.13777777777777778,0.1688888888888889,0.46444444444444444,0.4955555555555556,0.536,0.516,0.020000000000000018,0.003221316907823673,0.006437121028073181,0.0,0.020000000000000018,0.002900686463922997,0.010263079970821654,0.6242324117435931,0.5914342480152766,0.9312376773828451,0.7446223669995129,0.5394208107955382,0.6277542412776775,0.590582157237655,0.5724289000023759,0.6135029910379126
Q1,raw_full,prob,0.75,0.5883255806358626,0.6143093915056632,0.0037693183060141244,0.011069480438572254,0.031221661259494576,0.6143093915056632,0.13777777777777778,0.1688888888888889,0.46444444444444444,0.4955555555555556,0.536,0.516,0.020000000000000018,0.0034514109726682227,0.006896915387221262,0.0,0.020000000000000018,0.0032693183060141244,0.011069480438572254,0.6255329224317117,0.5920747218378224,0.93236771838203,0.7452132897047035,0.5399714605275401,0.6282036191932954,0.5910575304775304,0.5720146398838233,0.6143093915056632
Q1,raw_full,prob,0.8,0.5887110574226655,0.615126479572848,0.004154795092817021,0.011886568505757089,0.03135592175357809,0.615126479572848,0.13777777777777778,0.16444444444444445,0.4688888888888889,0.4955555555555556,0.532,0.516,0.016000000000000014,0.0036815050375127688,0.007356709746369345,0.0,0.016000000000000014,0.0036547950928170207,0.011886568505757089,0.6256608843094201,0.5927354606368989,0.9330485157561516,0.7452237292544641,0.540528633838704,0.628703203553078,0.5915386188373999,0.5716111525363647,0.615126479572848
Q1,raw_full,prob,0.9,0.5895331716950704,0.6167935335811455,0.004976909365221882,0.013553622514054564,0.03167251345974762,0.6167935335811455,0.13777777777777778,0.16444444444444445,0.4688888888888889,0.4955555555555556,0.532,0.516,0.016000000000000014,0.004141693167201862,0.008276298464665518,0.0,0.016000000000000014,0.004476909365221882,0.013553622514054564,0.6284006622487733,0.5941186198535078,0.935463835853219,0.7465039885212666,0.5416633216502073,0.6298544134724545,0.5925183580696518,0.5708362001702402,0.6167935335811455
Q1,raw_full,prob,1.0,0.5904248838716277,0.6185058715032128,0.005868621541779251,0.015265960436121828,0.03205314886698964,0.6185058715032128,0.13777777777777778,0.16666666666666666,0.4666666666666667,0.4955555555555556,0.532,0.516,0.016000000000000014,0.00460188129689096,0.009195887182961684,0.0,0.016000000000000014,0.0053686215417792504,0.015265960436121828,0.6312551548026989,0.5955858678266756,0.9380070760562195,0.747865166670664,0.542826510063604,0.6312121035496189,0.5935222474440965,0.5701035275859473,0.6185058715032128
