target,source,mode,alpha,full_logloss,last_logloss,full_delta_vs_base,last_delta_vs_base,fold_std,tail3_worst,fp_rate,fn_rate,pred_pos_rate,true_pos_rate,test_pos_rate,base_test_pos_rate,test_pos_delta,test_mean_delta,test_abs_delta_mean,fp_pressure,test_pos_inflation,full_regret,tail_regret,public_tail_score,private_full_score,balanced_score,fp_suppress_score,fold0_logloss,fold1_logloss,fold2_logloss,fold3_logloss,fold4_logloss,selector,candidate
S2,raw_last,logit,0.5,0.5475871052772315,0.5317799141553743,-0.015034906282664462,-0.03664114236470939,0.02121899005329857,0.5853664423227466,0.15333333333333332,0.1111111111111111,0.6933333333333334,0.6511111111111111,0.632,0.788,-0.15600000000000003,-0.03984579847182197,0.05415445253109333,0.04222222222222227,0.0,0.0,0.0,0.5915518291480769,0.5731407065710954,0.8810399273170817,0.7340624857568709,0.5539801529348779,0.5260959520919896,0.5391103664885563,0.5853664423227466,0.5317799141553743,global_raw_last_logit_a0p50,global_raw_last_logit_a0p50
S3,raw_last,logit,0.5,0.5379521787571793,0.5855543726274381,0.00851002194110606,0.0076160738223931546,0.030701899213211686,0.5855543726274381,0.23555555555555555,0.022222222222222223,0.8755555555555555,0.6622222222222223,0.916,0.916,0.0,-0.01642054772253279,0.017187523610432506,0.21333333333333326,0.0,0.004510021941106061,0.0076160738223931546,1.1140995690306779,0.80017057757464,1.2290713165347262,1.3044126547054813,0.5125614895221356,0.5341626804376625,0.5604181893734311,0.5020594799791901,0.5855543726274381,global_raw_last_logit_a0p50,global_raw_last_logit_a0p50
S4,raw_last,logit,0.5,0.6240325368594523,0.5704987797210805,-0.0008927880756132156,-0.0038048121329840034,0.037622758264803116,0.6633541599013715,0.2511111111111111,0.11777777777777777,0.6933333333333334,0.56,0.664,0.648,0.016000000000000014,0.003870635978796959,0.0148709567172491,0.1333333333333333,0.016000000000000014,0.0,0.0,0.7324779148756584,0.6927811374665338,1.0442640669202097,0.9409801327003446,0.6477902893335017,0.5856425979741676,0.6491302597398293,0.6633541599013715,0.5704987797210805,global_raw_last_logit_a0p50,global_raw_last_logit_a0p50
Q1,raw_comp,logit,0.65,0.587498586784663,0.608357564299496,0.002942324454814571,0.005117653232404984,0.029105249272793135,0.608357564299496,0.14888888888888888,0.16,0.48444444444444446,0.4955555555555556,0.536,0.516,0.020000000000000018,0.011172140559731012,0.012805296047569827,0.0,0.020000000000000018,0.002442324454814571,0.005117653232404984,0.6184757809379711,0.5895203947004597,0.9271419091179062,0.7431642161816776,0.5406940453429268,0.6259700376248805,0.589755009293652,0.5762233245973369,0.608357564299496,global_raw_comp_logit_a0p65,global_raw_comp_logit_a0p65
Q2,raw_comp,logit,0.65,0.6778836961981477,0.6533204479614504,-0.014782393670539906,0.03636992528562866,0.04334814976579582,0.7308114350999655,0.3333333333333333,0.13111111111111112,0.7644444444444445,0.5622222222222222,0.84,0.84,0.0,-0.03053704939895728,0.04035151079507585,0.2022222222222223,0.0,0.0,0.0,1.2902507477244243,0.9985788922873758,1.48205236464115,1.584345624736664,0.7053160836120149,0.6068962622820431,0.7308114350999655,0.6919937484927345,0.6533204479614504,global_raw_comp_logit_a0p65,global_raw_comp_logit_a0p65
Q3,raw_comp,logit,0.65,0.6507627271961691,0.6276114260032407,-0.014719980695798607,0.005192558689890103,0.03750704058575931,0.6729759658163732,0.30444444444444446,0.08888888888888889,0.8155555555555556,0.6,0.828,0.916,-0.08800000000000008,-0.03994353958745661,0.0519183481184246,0.2155555555555556,0.0,0.0,0.0,1.2160917784316347,0.9413687638176857,1.4069507279316955,1.4942168710222874,0.6860755143291185,0.6775927160351838,0.6729759658163732,0.5872116485240865,0.6276114260032407,global_raw_comp_logit_a0p65,global_raw_comp_logit_a0p65
S1,raw_comp,logit,0.65,0.48317623144360117,0.4396899102483024,-0.005668058437722556,0.00871648540353448,0.027720776896365464,0.5169424560229698,0.15777777777777777,0.06666666666666667,0.7733333333333333,0.6822222222222222,0.732,0.8,-0.06800000000000006,-0.030405554988019255,0.03178162340547376,0.09111111111111114,0.0,0.0,0.0,0.520206388754505,0.5239065028411904,0.7811129640472655,0.6843791704810003,0.4674807863590599,0.48376802553734766,0.5169424560229698,0.5069358309943315,0.4396899102483024,global_raw_comp_logit_a0p65,global_raw_comp_logit_a0p65
S2,raw_comp,logit,0.65,0.5402789292486735,0.537188140257815,-0.022343082311222506,-0.03123291626226865,0.01762627068657189,0.5699760098609369,0.18,0.09555555555555556,0.7355555555555555,0.6511111111111111,0.684,0.788,-0.10399999999999998,-0.01633259670971263,0.058945316312304825,0.08444444444444443,0.0,0.0,0.0,0.633037447643277,0.58348795763642,0.9018837964992984,0.769789506894747,0.5456489491645626,0.5169247078390831,0.530908076802881,0.5699760098609369,0.537188140257815,global_raw_comp_logit_a0p65,global_raw_comp_logit_a0p65
S3,raw_comp,logit,0.65,0.5302809196464402,0.5904618011592977,0.0008387628303669903,0.012523502354252702,0.04082704268605144,0.5904618011592977,0.18666666666666668,0.07777777777777778,0.7711111111111111,0.6622222222222223,0.792,0.916,-0.124,-0.030771131507699168,0.031702425816633927,0.10888888888888881,0.0,0.0,0.012523502354252702,0.8745972608847472,0.6719296407461272,1.0544220114475567,1.0019581704557536,0.5040327292795317,0.5329101113316705,0.5571769368434526,0.47283143832303737,0.5904618011592977,global_raw_comp_logit_a0p65,global_raw_comp_logit_a0p65
S4,raw_comp,logit,0.65,0.6212203910130761,0.5768296535730075,-0.0037049339219893396,0.0025260617189429846,0.038453700578453855,0.6587137357864421,0.21555555555555556,0.14666666666666667,0.6288888888888889,0.56,0.58,0.648,-0.06800000000000006,-0.0144208364857103,0.024361317628940428,0.06888888888888889,0.0,0.0,0.0,0.6559502958660514,0.6595806322693609,0.9935200916365559,0.8532103477750722,0.6493340483735989,0.5706953659961899,0.6472237789144004,0.6587137357864421,0.5768296535730075,global_raw_comp_logit_a0p65,global_raw_comp_logit_a0p65
