candidate,full_logloss,fold0_logloss,fold1_logloss,fold2_logloss,fold3_logloss,fold4_logloss,last_logloss,tail3_mean,tail3_worst,fold_std,notes,full_delta_vs_anchor,last_delta_vs_anchor,rank_score
hist_gb_residual_composite,0.5971528194395407,0.5973930210432307,0.5818038367586915,0.6229599471036915,0.5969048688029028,0.5868642846759577,0.5868642846759577,0.6022430335275174,0.6229599471036915,0.014195541495216792,hist_gb residual correction selected by composite,0.00132306834616569,-0.006417922122376685,0.5921322754854335
hist_gb_residual_full,0.5949995983605376,0.5915273588368921,0.5814818931915419,0.6213886600492683,0.5892695663544693,0.5921662972907598,0.5921662972907598,0.6009415078981658,0.6213886600492683,0.013652022062298305,hist_gb residual correction selected by full,-0.0008301527328373748,-0.001115909507574675,0.5962557277209802
anchor,0.595829751093375,0.5926653685309619,0.5822111636648557,0.6224215044455317,0.5894162870220908,0.5932822067983344,0.5932822067983344,0.6017066660886523,0.6224215044455317,0.01378462437451174,temporal anchor,0.0,0.0,0.5974251744697103
hist_gb_residual_last,0.6112069982320614,0.6114353927393211,0.5883229109527182,0.6466946359073013,0.6245662354022917,0.5844087837181611,0.5844087837181611,0.618556551675918,0.6466946359073013,0.02315014411901301,hist_gb residual correction selected by last,0.015377247138686378,-0.00887342308017336,0.6031070606323211
