candidate,full_logloss,fold0_logloss,fold1_logloss,fold2_logloss,fold3_logloss,fold4_logloss,last_logloss,tail3_mean,tail3_worst,fold_std,notes,full_delta_vs_anchor,last_delta_vs_anchor,rank_score
extra_trees_residual_composite,0.5974290376780036,0.5940508496803455,0.5845171537334422,0.625176979189742,0.5953735933676833,0.5885012244772831,0.5885012244772831,0.6030172656782361,0.625176979189742,0.014366369115561366,extra_trees residual correction selected by composite,0.0015992865846286008,-0.004780982321051286,0.5942925607765186
anchor,0.595829751093375,0.5926653685309619,0.5822111636648557,0.6224215044455317,0.5894162870220908,0.5932822067983344,0.5932822067983344,0.6017066660886523,0.6224215044455317,0.01378462437451174,temporal anchor,0.0,0.0,0.5974251744697103
extra_trees_residual_last,0.602733982302177,0.5979977424098466,0.5914060073555409,0.6342889255675687,0.6031110908539677,0.5870826484709752,0.5870826484709752,0.6081608882975039,0.6342889255675687,0.016682724693672935,extra_trees residual correction selected by last,0.006904231208802014,-0.006199558327359189,0.5981768524524699
extra_trees_residual_full,0.5954307421856557,0.5914669583094417,0.5822597560317825,0.6221389026748613,0.5878416363691015,0.5944355623562344,0.5944355623562344,0.6014720338000656,0.6221389026748613,0.013862911237698113,extra_trees residual correction selected by full,-0.0003990089077192671,0.001153355557899971,0.5985689361311936
