target,fold,model,param_profile,weight_profile,top_k,features,weight_min,weight_max,weight_std,delta_std_val
Q2,0,extra_trees,smooth,recent_resid,80,80,0.19748574549559283,3.1067171930031106,0.5692137476718786,0.08735873511190347
Q2,1,extra_trees,smooth,recent_resid,80,80,0.1580625942308832,3.266252256803107,0.6358221550601525,0.09111480825604341
Q2,2,extra_trees,smooth,recent_resid,80,80,0.18289949084030468,3.3610180494330395,0.7242320486803632,0.10915688899189371
Q2,3,extra_trees,smooth,recent_resid,80,80,0.19349088632993516,4.056726180846679,0.7943381593091658,0.11571266532981711
Q2,4,extra_trees,smooth,recent_resid,80,80,0.24662797832864475,3.3499415033179236,0.5981037951475735,0.04330155086748782
Q2,0,extra_trees,mid,uniform,80,80,1.0,1.0,0.0,0.07248762147388223
Q2,1,extra_trees,mid,uniform,80,80,1.0,1.0,0.0,0.06158114810360911
Q2,2,extra_trees,mid,uniform,80,80,1.0,1.0,0.0,0.08568330978813977
Q2,3,extra_trees,mid,uniform,80,80,1.0,1.0,0.0,0.07560302318214104
Q2,4,extra_trees,mid,uniform,80,80,1.0,1.0,0.0,0.03526292280249464
Q2,0,extra_trees,mid,subject_class,80,80,0.6944947170525303,1.6015586836136328,0.22920391587672992,0.075058733770368
Q2,1,extra_trees,mid,subject_class,80,80,0.7064029969484682,1.556954038069732,0.2088245410145694,0.06663015521187222
Q2,2,extra_trees,mid,subject_class,80,80,0.7611092951969975,1.4232779923399739,0.1831577748808994,0.08852391489943087
Q2,3,extra_trees,mid,subject_class,80,80,0.6903658060239651,1.6072749544068028,0.22935723472736116,0.08101382577425538
Q2,4,extra_trees,mid,subject_class,80,80,0.7531888587965279,1.4320774518465347,0.1825327141307405,0.03754531865071699
Q2,0,extra_trees,mid,recent_class,80,80,0.37343452016961265,2.4930388095277483,0.4198599727096614,0.08207963032922283
Q2,1,extra_trees,mid,recent_class,80,80,0.2786021224026623,2.625933654531812,0.47986961804952605,0.07354592886496027
