candidate,target,source,weight,full_logloss,last_logloss,full_delta_vs_anchor,last_delta_vs_anchor
feature_knn_anchblend,Q1,anchor,0.0,0.5904248838716277,0.6185058715032128,0.0,0.0
feature_knn_anchblend,Q2,feature_knn,0.2,0.6938489553275932,0.6318979464652236,0.0009690987036706789,-0.006186422835177785
feature_knn_anchblend,Q3,feature_knn,0.15,0.6638541819935012,0.6330259049728283,0.0011736358653005041,-0.0016661032679251564
feature_knn_anchblend,S1,feature_knn,0.15,0.4951171836569712,0.44483886696591984,0.0027650304431192096,-0.004705599051056331
feature_knn_anchblend,S2,anchor,0.0,0.5601204056897082,0.6228153228954334,0.0,0.0
feature_knn_anchblend,S3,anchor,0.0,0.5415513745216881,0.6006790249905736,0.0,0.0
feature_knn_anchblend,S4,anchor,0.0,0.630799037604625,0.5886543846409902,0.0,0.0
