candidate,target,source,weight,full_logloss,last_logloss,full_delta_vs_anchor,last_delta_vs_anchor
knn_targetwise_guarded,Q1,anchor,0.0,0.5904248838716277,0.6185058715032128,0.0,0.0
knn_targetwise_guarded,Q2,anchor,0.0,0.6928798566239225,0.6380843693004014,0.0,0.0
knn_targetwise_guarded,Q3,anchor,0.0,0.6626805461282007,0.6346920082407534,0.0,0.0
knn_targetwise_guarded,S1,knn_k3_s30p0,0.05,0.494109147132371,0.44899517168991215,0.0017569939185189676,-0.0005492943270640205
knn_targetwise_guarded,S2,knn_k5_s30p0,0.1,0.5598746029448304,0.6225366645375431,-0.00024580274487784326,-0.0002786583578903157
knn_targetwise_guarded,S3,knn_k3_s30p0,0.15,0.5442680183055034,0.5975894163452363,0.002716643783815309,-0.0030896086453372495
knn_targetwise_guarded,S4,anchor,0.0,0.630799037604625,0.5886543846409902,0.0,0.0
