candidate,full_logloss,fold0_logloss,fold1_logloss,fold2_logloss,fold3_logloss,fold4_logloss,last_logloss,tail3_mean,tail3_worst,fold_std,notes,full_delta_vs_anchor,last_delta_vs_anchor,rank_score
subblend_logit_extra_trees_anchblend_20_80knn,0.5961708020124803,0.5932917199505113,0.5822564308514618,0.6226242912100185,0.5907441457722202,0.5927077342480099,0.5927077342480099,0.6020253904100829,0.6226242912100185,0.013733234791814356,submission-level logit blend with KNN guarded,0.0003410509191053013,-0.0005744725503245007,0.6004289259066453
subblend_arith_extra_trees_anchblend_20_80knn,0.5961765713812129,0.5933027583343231,0.5822606104058101,0.622629970488746,0.590751836225159,0.5927073533336146,0.5927073533336146,0.6020297200158399,0.622629970488746,0.013733461632479179,submission-level arith blend with KNN guarded,0.0003468202878379456,-0.00057485346471986,0.6004376714308887
anchor,0.595829751093375,0.5926653685309619,0.5822111636648557,0.6224215044455317,0.5894162870220908,0.5932822067983344,0.5932822067983344,0.6017066660886523,0.6224215044455317,0.01378462437451174,baseline anchor,0.0,0.0,0.6005324002232422
hist_gb_anchblend,0.595829751093375,0.5926653685309619,0.5822111636648557,0.6224215044455317,0.5894162870220908,0.5932822067983344,0.5932822067983344,0.6017066660886523,0.6224215044455317,0.01378462437451174,target-wise guarded anchor blend,0.0,0.0,0.6005324002232422
subblend_logit_hist_gb_anchblend_50_50knn,0.596085381069457,0.5931214467432537,0.5823496034814244,0.622852329271342,0.5899710529596872,0.592937639160321,0.592937639160321,0.6019203404637835,0.622852329271342,0.013864268011667468,submission-level logit blend with KNN guarded,0.00025562997608197247,-0.0003445676380133822,0.6006472802070896
subblend_arith_hist_gb_anchblend_50_50knn,0.596090618179365,0.5931313703703014,0.5823551666118253,0.6228577502984287,0.5899759293700338,0.5929374851167618,0.5929374851167618,0.6019237215950749,0.6228577502984287,0.013864352324244622,submission-level arith blend with KNN guarded,0.0002608670859900464,-0.00034472168157262395,0.6006556957919207
subblend_logit_hist_gb_anchblend_35_65knn,0.5961799946533217,0.5932767403440451,0.5824028470272962,0.6229985910876816,0.5901553445737173,0.5928592448223802,0.5928592448223802,0.602004393494593,0.6229985910876816,0.01389009633063902,submission-level logit blend with KNN guarded,0.00035024355994672796,-0.0004229619759542613,0.6007325793198813
subblend_arith_hist_gb_anchblend_35_65knn,0.596185120392552,0.5932862641416902,0.5824079944589392,0.6230037036160183,0.5901601068053258,0.5928598347050597,0.5928598347050597,0.6020078817088012,0.6230037036160183,0.013890152899664878,submission-level arith blend with KNN guarded,0.00035536929917701077,-0.000422372093274781,0.6007414263213511
subblend_logit_hist_gb_anchblend_20_80knn,0.5962830441937629,0.593440797377278,0.5824615369702266,0.6231527988106558,0.5903480380461738,0.5927926648767264,0.5927926648767264,0.6020978339111852,0.6231527988106558,0.013916761949721952,submission-level logit blend with KNN guarded,0.00045329310038788595,-0.0004895419216079944,0.6008418422421229
subblend_arith_hist_gb_anchblend_20_80knn,0.5962868978310479,0.5934478380497479,0.5824652159141024,0.623156517194054,0.5903516121176118,0.5927935828856803,0.5927935828856803,0.6021005707324487,0.623156517194054,0.013916786234862465,submission-level arith blend with KNN guarded,0.0004571467376729421,-0.0004886239126541403,0.6008488842537515
