candidate,full_logloss,fold0_logloss,fold1_logloss,fold2_logloss,fold3_logloss,fold4_logloss,last_logloss,tail3_mean,tail3_worst,fold_std,notes,full_delta_vs_anchor,last_delta_vs_anchor,rank_score
ridge_residual_composite,0.5972765213610982,0.6006121289256557,0.5818214301989677,0.6236145618457776,0.5926694596342867,0.5877591758506154,0.5877591758506154,0.60134773244356,0.6236145618457776,0.014529154192287676,ridge residual correction selected by composite,0.0014467702677232186,-0.005523030947718999,0.5934422964586237
ridge_residual_full,0.5937259004584924,0.5937752909187604,0.5780556106444784,0.6186435298677131,0.5872543731875386,0.5915783930819647,0.5915783930819647,0.5991587653790721,0.6186435298677131,0.013511841300028303,ridge residual correction selected by full,-0.002103850634882609,-0.0017038137163697398,0.5954753459796929
anchor,0.595829751093375,0.5926653685309619,0.5822111636648557,0.6224215044455317,0.5894162870220908,0.5932822067983344,0.5932822067983344,0.6017066660886523,0.6224215044455317,0.01378462437451174,temporal anchor,0.0,0.0,0.5974251744697103
ridge_residual_last,0.6076729992970379,0.612187159638838,0.5889013582650356,0.64300962226662,0.6088892469191681,0.5848385610206153,0.5848385610206153,0.6122458100688011,0.64300962226662,0.02070875075212514,ridge residual correction selected by last,0.011843248203662893,-0.008443645777719166,0.6010580844332924
