target,fold,model,param_profile,weight_profile,top_k,features,stop_policy,stop_iteration,weight_min,weight_max,weight_std,delta_std_val
S1,1,ridge,ridge100,uniform,40,40,closed_form_no_early_stopping,,0.3178821858511081,1.5894037021866898,0.4172445305966492,0.9284337060904554
S1,2,ridge,ridge100,uniform,40,40,closed_form_no_early_stopping,,0.3210005193234873,1.6049952986531038,0.41551789833231845,0.43087000775238254
S1,3,ridge,ridge100,uniform,40,40,closed_form_no_early_stopping,,0.3111911278701845,1.5559485644036402,0.4023521793567252,0.3968015058854085
S1,4,ridge,ridge100,uniform,40,40,closed_form_no_early_stopping,,0.3090982212894733,1.5447796685392212,0.3917812161404023,0.6393366475227309
S1,0,ridge,ridge100,subject_class,40,40,closed_form_no_early_stopping,,0.10239267423513698,2.8149102228415264,0.6420768027243843,0.6941426722705338
S1,1,ridge,ridge100,subject_class,40,40,closed_form_no_early_stopping,,0.10847544034579602,2.900984173326107,0.658030827201325,0.8947251940874716
S1,2,ridge,ridge100,subject_class,40,40,closed_form_no_early_stopping,,0.10720038252877098,2.9897638941020515,0.6868977891174738,0.430479276083517
S1,3,ridge,ridge100,subject_class,40,40,closed_form_no_early_stopping,,0.1030904786419228,3.0572041348130163,0.6787801795789384,0.45139510691605095
S1,4,ridge,ridge100,subject_class,40,40,closed_form_no_early_stopping,,0.14460693546722908,2.7580599243965778,0.6222194924493925,0.6001275934744168
S1,0,ridge,ridge100,recent_class,40,40,closed_form_no_early_stopping,,0.1450534111664883,4.039726694758747,0.7607697688582332,0.7223217627205807
S1,1,ridge,ridge100,recent_class,40,40,closed_form_no_early_stopping,,0.06514811561820062,4.314037747986095,0.8277729130721647,0.9253020263400008
S1,2,ridge,ridge100,recent_class,40,40,closed_form_no_early_stopping,,0.06675728514687577,4.739624211021951,0.9132833435990586,0.5368514853744183
S1,3,ridge,ridge100,recent_class,40,40,closed_form_no_early_stopping,,0.07246392476536553,5.321032106912127,0.9105771347048713,0.5357075796647869
S1,4,ridge,ridge100,recent_class,40,40,closed_form_no_early_stopping,,0.08121953362720423,4.020149386792907,0.7856253263293838,0.6104572851525178
S1,0,ridge,ridge100,recent_resid,40,40,closed_form_no_early_stopping,,0.07343583673167768,5.467937241798939,0.9397771220536298,0.6944422530880721
S1,1,ridge,ridge100,recent_resid,40,40,closed_form_no_early_stopping,,0.054750114002857536,5.8671491028989395,1.0266541987789137,0.9097481527453514
S1,2,ridge,ridge100,recent_resid,40,40,closed_form_no_early_stopping,,0.059773209020969754,6.439600873253721,1.1443940466192672,0.5481478193872678
S1,3,ridge,ridge100,recent_resid,40,40,closed_form_no_early_stopping,,0.06693946261022275,7.498138269501782,1.1805752384767991,0.6454606584300765
S1,4,ridge,ridge100,recent_resid,40,40,closed_form_no_early_stopping,,0.07850058234342976,4.8181086780583495,0.9822364153922437,0.5678466494686174
S1,0,ridge,ridge0p3,uniform,80,80,closed_form_no_early_stopping,,0.3054525678365808,1.5272558947020973,0.38861402844009213,1.2994881742274564
S1,1,ridge,ridge0p3,uniform,80,80,closed_form_no_early_stopping,,0.3178821858511081,1.5894037021866898,0.4172445305966492,1.6773960790483518
S1,2,ridge,ridge0p3,uniform,80,80,closed_form_no_early_stopping,,0.3210005193234873,1.6049952986531038,0.41551789833231845,23.703473621304237
S1,3,ridge,ridge0p3,uniform,80,80,closed_form_no_early_stopping,,0.3111911278701845,1.5559485644036402,0.4023521793567252,27.798946595411135
