candidate,full_logloss,last_logloss,full_delta_vs_anchor,last_delta_vs_anchor,fold_std,tail3_worst,pseudo_public_logloss,test_abs_delta_mean_vs_anchor,test_up_rate_vs_anchor,test_down_rate_vs_anchor,fold0_logloss,fold1_logloss,fold2_logloss,fold3_logloss,fold4_logloss,pseudo_Q1,delta_mean_Q1,delta_abs_Q1,up_rate_Q1,pseudo_Q2,delta_mean_Q2,delta_abs_Q2,up_rate_Q2,pseudo_Q3,delta_mean_Q3,delta_abs_Q3,up_rate_Q3,pseudo_S1,delta_mean_S1,delta_abs_S1,up_rate_S1,pseudo_S2,delta_mean_S2,delta_abs_S2,up_rate_S2,pseudo_S3,delta_mean_S3,delta_abs_S3,up_rate_S3,pseudo_S4,delta_mean_S4,delta_abs_S4,up_rate_S4,corr_to_last_guard_0p008_last0.588383_full0.587743,mean_abs_diff_to_last_guard_0p008_last0.588383_full0.587743,corr_to_target_select_public_tight_last0.572477_full0.592635,mean_abs_diff_to_target_select_public_tight_last0.572477_full0.592635,corr_to_02_guarded_targetwise,mean_abs_diff_to_02_guarded_targetwise,selector_score
pseudo_target_tight_anchorlogit_w0p82,0.5949477355422651,0.5888085902101319,-0.0008820155511098937,-0.004473616588202556,0.013835611858454597,0.6217325805519437,0.5887944363524353,0.0013516047034558075,0.038857142857142854,0.0074285714285714285,0.5929738789388012,0.5817565240257957,0.6217325805519437,0.5900321049676218,0.5888085902101319,0.5976921407331661,1.7763568394002505e-18,1.8873791418627663e-17,0.0,0.6505980290149822,8.881784197001253e-19,1.5987211554602253e-17,0.0,0.6385502921504717,-2.886579864025407e-18,1.4432899320127036e-17,0.0,0.48132484316497526,-2.9976021664879226e-18,2.7644553313166398e-17,0.0,0.5583466961371683,-0.007814803727396192,0.007814803727396215,0.0,0.5557640408216769,-3.241851231905457e-17,3.241851231905457e-17,0.0,0.6392850124446072,0.0016464291967943118,0.0016464291967943274,0.272,0.9862739412619207,0.019398007009956225,0.9919716880695468,0.005553018729172505,0.9823767516935127,0.013045148018953512,0.5895267650864617
pseudo_target_balanced_anchorlogit_w0p82,0.5949477355422651,0.5888085902101319,-0.0008820155511098937,-0.004473616588202556,0.013835611858454597,0.6217325805519437,0.5887944363524353,0.0013516047034558075,0.038857142857142854,0.0074285714285714285,0.5929738789388012,0.5817565240257957,0.6217325805519437,0.5900321049676218,0.5888085902101319,0.5976921407331661,1.7763568394002505e-18,1.8873791418627663e-17,0.0,0.6505980290149822,8.881784197001253e-19,1.5987211554602253e-17,0.0,0.6385502921504717,-2.886579864025407e-18,1.4432899320127036e-17,0.0,0.48132484316497526,-2.9976021664879226e-18,2.7644553313166398e-17,0.0,0.5583466961371683,-0.007814803727396192,0.007814803727396215,0.0,0.5557640408216769,-3.241851231905457e-17,3.241851231905457e-17,0.0,0.6392850124446072,0.0016464291967943118,0.0016464291967943274,0.272,0.9862739412619207,0.019398007009956225,0.9919716880695468,0.005553018729172505,0.9823767516935127,0.013045148018953512,0.5895267650864617
pseudo_target_public_heavy_anchorlogit_w0p82,0.5949477355422651,0.5888085902101319,-0.0008820155511098937,-0.004473616588202556,0.013835611858454597,0.6217325805519437,0.5887944363524353,0.0013516047034558075,0.038857142857142854,0.0074285714285714285,0.5929738789388012,0.5817565240257957,0.6217325805519437,0.5900321049676218,0.5888085902101319,0.5976921407331661,1.7763568394002505e-18,1.8873791418627663e-17,0.0,0.6505980290149822,8.881784197001253e-19,1.5987211554602253e-17,0.0,0.6385502921504717,-2.886579864025407e-18,1.4432899320127036e-17,0.0,0.48132484316497526,-2.9976021664879226e-18,2.7644553313166398e-17,0.0,0.5583466961371683,-0.007814803727396192,0.007814803727396215,0.0,0.5557640408216769,-3.241851231905457e-17,3.241851231905457e-17,0.0,0.6392850124446072,0.0016464291967943118,0.0016464291967943274,0.272,0.9862739412619207,0.019398007009956225,0.9919716880695468,0.005553018729172505,0.9823767516935127,0.013045148018953512,0.5895267650864617
pseudo_target_public_max_anchorlogit_w0p82,0.5949477355422651,0.5888085902101319,-0.0008820155511098937,-0.004473616588202556,0.013835611858454597,0.6217325805519437,0.5887944363524353,0.0013516047034558075,0.038857142857142854,0.0074285714285714285,0.5929738789388012,0.5817565240257957,0.6217325805519437,0.5900321049676218,0.5888085902101319,0.5976921407331661,1.7763568394002505e-18,1.8873791418627663e-17,0.0,0.6505980290149822,8.881784197001253e-19,1.5987211554602253e-17,0.0,0.6385502921504717,-2.886579864025407e-18,1.4432899320127036e-17,0.0,0.48132484316497526,-2.9976021664879226e-18,2.7644553313166398e-17,0.0,0.5583466961371683,-0.007814803727396192,0.007814803727396215,0.0,0.5557640408216769,-3.241851231905457e-17,3.241851231905457e-17,0.0,0.6392850124446072,0.0016464291967943118,0.0016464291967943274,0.272,0.9862739412619207,0.019398007009956225,0.9919716880695468,0.005553018729172505,0.9823767516935127,0.013045148018953512,0.5895267650864617
pseudo_target_tight_anchorlogit_w0p7,0.5950294594982998,0.5893672864933113,-0.0008002915950752199,-0.003914920305023162,0.013816266818952249,0.6217950073578111,0.5888067875748907,0.0011720821845660819,0.038857142857142854,0.0074285714285714285,0.5929086419724188,0.5817989803393308,0.6217950073578111,0.5898796546874413,0.5893672864933113,0.5976921407331661,3.1086244689504384e-18,1.9761969838327785e-17,0.0,0.6505980290149822,1.1102230246251566e-18,1.576516694967722e-17,0.0,0.6385502921504717,-2.886579864025407e-18,1.532107773982716e-17,0.0,0.48132484316497526,-9.992007221626408e-19,2.831068712794149e-17,0.0,0.5584253857965953,-0.006797228349189639,0.006797228349189664,0.0,0.5557640408216769,-3.241851231905457e-17,3.241851231905457e-17,0.0,0.639292781342368,0.0014073469427727824,0.0014073469427727985,0.272,0.9859832902282617,0.01952562800429514,0.9910369220937668,0.0057286373793978985,0.9838042612271327,0.012878375448331508,0.5895327633813753
pseudo_target_balanced_anchorlogit_w0p7,0.5950294594982998,0.5893672864933113,-0.0008002915950752199,-0.003914920305023162,0.013816266818952249,0.6217950073578111,0.5888067875748907,0.0011720821845660819,0.038857142857142854,0.0074285714285714285,0.5929086419724188,0.5817989803393308,0.6217950073578111,0.5898796546874413,0.5893672864933113,0.5976921407331661,3.1086244689504384e-18,1.9761969838327785e-17,0.0,0.6505980290149822,1.1102230246251566e-18,1.576516694967722e-17,0.0,0.6385502921504717,-2.886579864025407e-18,1.532107773982716e-17,0.0,0.48132484316497526,-9.992007221626408e-19,2.831068712794149e-17,0.0,0.5584253857965953,-0.006797228349189639,0.006797228349189664,0.0,0.5557640408216769,-3.241851231905457e-17,3.241851231905457e-17,0.0,0.639292781342368,0.0014073469427727824,0.0014073469427727985,0.272,0.9859832902282617,0.01952562800429514,0.9910369220937668,0.0057286373793978985,0.9838042612271327,0.012878375448331508,0.5895327633813753
pseudo_target_public_heavy_anchorlogit_w0p7,0.5950294594982998,0.5893672864933113,-0.0008002915950752199,-0.003914920305023162,0.013816266818952249,0.6217950073578111,0.5888067875748907,0.0011720821845660819,0.038857142857142854,0.0074285714285714285,0.5929086419724188,0.5817989803393308,0.6217950073578111,0.5898796546874413,0.5893672864933113,0.5976921407331661,3.1086244689504384e-18,1.9761969838327785e-17,0.0,0.6505980290149822,1.1102230246251566e-18,1.576516694967722e-17,0.0,0.6385502921504717,-2.886579864025407e-18,1.532107773982716e-17,0.0,0.48132484316497526,-9.992007221626408e-19,2.831068712794149e-17,0.0,0.5584253857965953,-0.006797228349189639,0.006797228349189664,0.0,0.5557640408216769,-3.241851231905457e-17,3.241851231905457e-17,0.0,0.639292781342368,0.0014073469427727824,0.0014073469427727985,0.272,0.9859832902282617,0.01952562800429514,0.9910369220937668,0.0057286373793978985,0.9838042612271327,0.012878375448331508,0.5895327633813753
pseudo_target_public_max_anchorlogit_w0p7,0.5950294594982998,0.5893672864933113,-0.0008002915950752199,-0.003914920305023162,0.013816266818952249,0.6217950073578111,0.5888067875748907,0.0011720821845660819,0.038857142857142854,0.0074285714285714285,0.5929086419724188,0.5817989803393308,0.6217950073578111,0.5898796546874413,0.5893672864933113,0.5976921407331661,3.1086244689504384e-18,1.9761969838327785e-17,0.0,0.6505980290149822,1.1102230246251566e-18,1.576516694967722e-17,0.0,0.6385502921504717,-2.886579864025407e-18,1.532107773982716e-17,0.0,0.48132484316497526,-9.992007221626408e-19,2.831068712794149e-17,0.0,0.5584253857965953,-0.006797228349189639,0.006797228349189664,0.0,0.5557640408216769,-3.241851231905457e-17,3.241851231905457e-17,0.0,0.639292781342368,0.0014073469427727824,0.0014073469427727985,0.272,0.9859832902282617,0.01952562800429514,0.9910369220937668,0.0057286373793978985,0.9838042612271327,0.012878375448331508,0.5895327633813753
pseudo_target_tight_anchorlogit_w0p9,0.5949021840851253,0.5884529156561917,-0.0009275670082496967,-0.0048292911421427,0.013850314256609408,0.621698392921042,0.5888001376650654,0.0014653049969970185,0.038857142857142854,0.0074285714285714285,0.5930213131994743,0.581733023250627,0.621698392921042,0.5901461160518827,0.5884529156561917,0.5976921407331661,1.3322676295501879e-18,1.8873791418627663e-17,0.0,0.6505980290149822,-4.440892098500626e-19,1.5543122344752193e-17,0.0,0.6385502921504717,-2.886579864025407e-18,1.4432899320127036e-17,0.0,0.48132484316497526,-3.3306690738754697e-19,2.808864252301646e-17,0.0,0.5583908734590455,-0.008451674789636992,0.008451674789637017,0.0,0.5557640408216769,-3.241851231905457e-17,3.241851231905457e-17,0.0,0.6392807443111415,0.00180546018934199,0.0018054601893420048,0.272,0.9863748201130867,0.01932255252574083,0.9924720815431437,0.005441921159899818,0.9814378757097186,0.01315129565551338,0.5895366125278059
pseudo_target_balanced_anchorlogit_w0p9,0.5949021840851253,0.5884529156561917,-0.0009275670082496967,-0.0048292911421427,0.013850314256609408,0.621698392921042,0.5888001376650654,0.0014653049969970185,0.038857142857142854,0.0074285714285714285,0.5930213131994743,0.581733023250627,0.621698392921042,0.5901461160518827,0.5884529156561917,0.5976921407331661,1.3322676295501879e-18,1.8873791418627663e-17,0.0,0.6505980290149822,-4.440892098500626e-19,1.5543122344752193e-17,0.0,0.6385502921504717,-2.886579864025407e-18,1.4432899320127036e-17,0.0,0.48132484316497526,-3.3306690738754697e-19,2.808864252301646e-17,0.0,0.5583908734590455,-0.008451674789636992,0.008451674789637017,0.0,0.5557640408216769,-3.241851231905457e-17,3.241851231905457e-17,0.0,0.6392807443111415,0.00180546018934199,0.0018054601893420048,0.272,0.9863748201130867,0.01932255252574083,0.9924720815431437,0.005441921159899818,0.9814378757097186,0.01315129565551338,0.5895366125278059
