candidate,full_logloss,last_logloss,full_delta_vs_anchor,last_delta_vs_anchor,fold_std,tail3_mean,tail3_worst,rank_score,fold0_logloss,fold1_logloss,fold2_logloss,fold3_logloss,fold4_logloss
target_weighted_single_composite,0.5954331441986335,0.5932822067983344,-0.00039660689474152466,0.0,0.01389553559763899,0.6017066660886523,0.6224215044455317,0.5970108777025728,0.5907867042927132,0.5822111636648557,0.6224215044455317,0.5894162870220908,0.5932822067983344
target_weighted_single_last,0.5954331441986335,0.5932822067983344,-0.00039660689474152466,0.0,0.01389553559763899,0.6017066660886523,0.6224215044455317,0.5970108777025728,0.5907867042927132,0.5822111636648557,0.6224215044455317,0.5894162870220908,0.5932822067983344
target_weighted_single_full,0.5954331441986335,0.5932822067983344,-0.00039660689474152466,0.0,0.01389553559763899,0.6017066660886523,0.6224215044455317,0.5970108777025728,0.5907867042927132,0.5822111636648557,0.6224215044455317,0.5894162870220908,0.5932822067983344
