target,config_key,scope,profile,weight_profile,top_k,blend_mode,model_weight,intercept,temperature,raw_full_logloss,raw_last_logloss,full_logloss,last_logloss,full_delta_vs_anchor,last_delta_vs_anchor,anchor_full_logloss,anchor_last_logloss,rank_score,fp_rate,fn_rate,pred_pos_rate,true_pos_rate,brier,fold0_logloss,fold1_logloss,fold2_logloss,fold3_logloss,fold4_logloss,candidate,selection
S3,target|mid|recent_fp_guard|top60,target,mid,recent_fp_guard,60,logit,0.35,-0.18,0.9,0.5520897091870824,0.6263247734422135,0.5345697525959933,0.6012791245060456,-0.0069816219256948475,0.000600099515472019,0.5415513745216881,0.6006790249905736,0.5544695008295314,0.1688888888888889,0.10222222222222223,0.7288888888888889,0.6622222222222223,0.17830131655285253,0.5070734742077715,0.5377178714929417,0.5597037442054519,0.4735101894451355,0.6012791245060456,raw_timeline_fp_guard,fp_guard
S4,all|mid|recent_fp_guard|top60,all,mid,recent_fp_guard,60,logit,0.5,0.06,0.9,0.6391124370070981,0.6084158470318338,0.62346290106244,0.5819236191578151,-0.007336136542185012,-0.006730765483175083,0.630799037604625,0.5886543846409902,0.624853909095001,0.20444444444444446,0.15333333333333332,0.6111111111111112,0.56,0.21704263174205377,0.6540715435846564,0.5692148113722199,0.6508200507393025,0.6581020759253919,0.5819236191578151,raw_timeline_fp_guard,fp_guard
Q1,target|compact|uniform|top60,target,compact,uniform,60,logit,0.0,0.0,1.0,0.6396391409691743,0.6651629180616832,0.5904248838716277,0.6185058715032128,0.0,0.0,0.5904248838716277,0.6185058715032128,0.5986682302457971,0.13777777777777778,0.16666666666666666,0.4666666666666667,0.4955555555555556,0.20246830232784183,0.542826510063604,0.6312121035496189,0.5935222474440965,0.5701035275859473,0.6185058715032128,raw_timeline_full,full
Q2,target|mid|uniform|top120,target,mid,uniform,120,logit,0.9,0.06,1.35,0.6737816155613493,0.6696784999420046,0.6715786338544586,0.6622293441107112,-0.02130122276946389,0.02414497481030986,0.6928798566239225,0.6380843693004014,0.6903036767789326,0.37777777777777777,0.028888888888888888,0.9111111111111111,0.5622222222222222,0.2400835161316639,0.7076301304392248,0.6073712194412537,0.6703703766544115,0.7080511481167823,0.6622293441107112,raw_timeline_full,full
Q3,target|compact|recent_fp_guard|top220,target,compact,recent_fp_guard,220,prob,0.5,0.06,0.9,0.6641858978167855,0.6777765706699532,0.6482045723086983,0.6233019022864791,-0.014475973819502386,-0.011390105954274365,0.6626805461282007,0.6346920082407534,0.6594598889670512,0.3,0.07777777777777778,0.8222222222222222,0.6,0.22846607472091446,0.6886671811574493,0.6730026987009182,0.6558343337611056,0.5970477657345608,0.6233019022864791,raw_timeline_full,full
S1,all|mid|recent_fp_guard|top220,all,mid,recent_fp_guard,220,logit,0.1,-0.3,0.9,0.5094684027089907,0.5101215447801336,0.485952270834151,0.4610009359579248,-0.006399882379701016,0.011456469940948621,0.492352153213852,0.4495444660169762,0.4883210134668045,0.15555555555555556,0.07555555555555556,0.7622222222222222,0.6822222222222222,0.1587189506017532,0.4668310529042625,0.4888252392044993,0.5147919091551462,0.49845832439315485,0.4610009359579248,raw_timeline_full,full
S2,target|compact|fp_guard|top220,target,compact,fp_guard,220,logit,0.7,0.0,0.9,0.5435826400523109,0.5425553185636237,0.5405585152484851,0.5588162445056364,-0.01956189044122314,-0.06399907838979702,0.5601204056897082,0.6228153228954334,0.5487623782705979,0.19111111111111112,0.08,0.7622222222222222,0.6511111111111111,0.18158790044976755,0.5393478104113925,0.5168105255450777,0.528047687698771,0.560614887336956,0.5588162445056364,raw_timeline_full,full
S3,target|mid|recent_fp_guard|top60,target,mid,recent_fp_guard,60,logit,0.35,0.0,0.9,0.5520897091870824,0.6263247734422135,0.5310392370063663,0.601393168300155,-0.010512137515321762,0.0007141433095814165,0.5415513745216881,0.6006790249905736,0.556982521068631,0.2088888888888889,0.05555555555555555,0.8155555555555556,0.6622222222222223,0.1769188077699328,0.4933395699641961,0.5304579772981014,0.56734653335308,0.4701517289181838,0.601393168300155,raw_timeline_full,full
S4,all|mid|recent_fp_guard|top60,all,mid,recent_fp_guard,60,logit,0.35,0.06,0.9,0.6391124370070981,0.6084158470318338,0.6232768078970288,0.5796544626702934,-0.007522229707596195,-0.008999921970696767,0.630799037604625,0.5886543846409902,0.625415320985935,0.21777777777777776,0.14666666666666667,0.6311111111111111,0.56,0.21669171953281574,0.6532684416185125,0.5710746656885209,0.6500615648768661,0.6590134064407662,0.5796544626702934,raw_timeline_full,full
Q1,target|compact|uniform|top60,target,compact,uniform,60,logit,0.0,0.06,1.0,0.6396391409691743,0.6651629180616832,0.5907623610453713,0.6124573507220807,0.00033747717374355,-0.00604852078113205,0.5904248838716277,0.6185058715032128,0.5972599465238699,0.16,0.15333333333333332,0.5022222222222222,0.4955555555555556,0.202586447360489,0.5455103945733581,0.6307629372460791,0.5932864299342402,0.5752974401204931,0.6124573507220807,raw_timeline_last,last
