candidate,full_logloss,fold0_logloss,fold1_logloss,fold2_logloss,fold3_logloss,fold4_logloss,last_logloss,tail3_mean,tail3_worst,fold_std,notes,full_delta_vs_anchor,last_delta_vs_anchor,rank_score
ridge_residual_composite,0.5953637364538608,0.5943927589459703,0.5828439026317641,0.6241829645736585,0.5901527823739491,0.5855949421925687,0.5855949421925687,0.5999768963800588,0.6241829645736585,0.014905005974367648,ridge residual correction selected by composite,-0.00046601463951423394,-0.007687264605765742,0.5904361558312886
anchor,0.595829751093375,0.5926653685309619,0.5822111636648557,0.6224215044455317,0.5894162870220908,0.5932822067983344,0.5932822067983344,0.6017066660886523,0.6224215044455317,0.01378462437451174,temporal anchor,0.0,0.0,0.5974251744697103
ridge_residual_full,0.592739507791059,0.5875093095973328,0.5781332343305613,0.6237918853632017,0.5827293279562473,0.592790764872572,0.592790764872572,0.5997706593973403,0.6237918853632017,0.01615449582444378,ridge residual correction selected by full,-0.003090243302315998,-0.000491441925762448,0.5975950100657442
ridge_residual_last,0.6165194652200038,0.598355625682357,0.5994632069072231,0.6694127368206483,0.6310560286600291,0.5847576897922443,0.5847576897922443,0.6284088184243073,0.6694127368206483,0.030458565678713117,ridge residual correction selected by last,0.02068971412662879,-0.008524517006090138,0.610544730479147
