target,config_key,scope,profile,weight_profile,top_k,blend_mode,model_weight,intercept,temperature,raw_full_logloss,raw_last_logloss,full_logloss,last_logloss,full_delta_vs_anchor,last_delta_vs_anchor,anchor_full_logloss,anchor_last_logloss,rank_score,fp_rate,fn_rate,pred_pos_rate,true_pos_rate,brier,fold0_logloss,fold1_logloss,fold2_logloss,fold3_logloss,fold4_logloss
Q1,target|compact|uniform|top20,target,compact,uniform,20,logit,0.0,0.0,1.0,0.6533156555157914,0.665922727510901,0.5904248838716277,0.6185058715032128,0.0,0.0,0.5904248838716277,0.6185058715032128,0.5986682302457971,0.13777777777777778,0.16666666666666666,0.4666666666666667,0.4955555555555556,0.20246830232784183,0.542826510063604,0.6312121035496189,0.5935222474440965,0.5701035275859473,0.6185058715032128
Q1,target|compact|uniform|top20,target,compact,uniform,20,prob,0.0,0.0,1.0,0.6533156555157914,0.665922727510901,0.5904248838716277,0.6185058715032128,0.0,0.0,0.5904248838716277,0.6185058715032128,0.5986682302457971,0.13777777777777778,0.16666666666666666,0.4666666666666667,0.4955555555555556,0.20246830232784183,0.542826510063604,0.6312121035496189,0.5935222474440965,0.5701035275859473,0.6185058715032128
Q1,target|compact|uniform|top20,target,compact,uniform,20,logit,0.0,-0.12,1.0,0.6533156555157914,0.665922727510901,0.591959896381478,0.6329376151993151,0.0015350125098502199,0.01443174369610234,0.5904248838716277,0.6185058715032128,0.6046142032987909,0.12444444444444444,0.18666666666666668,0.43333333333333335,0.4955555555555556,0.2031929456703167,0.5394329773947594,0.6344542633517121,0.5961328144637851,0.5619900834000252,0.6329376151993151
Q1,target|compact|uniform|top20,target,compact,uniform,20,prob,0.0,-0.12,1.0,0.6533156555157914,0.665922727510901,0.591959896381478,0.6329376151993151,0.0015350125098502199,0.01443174369610234,0.5904248838716277,0.6185058715032128,0.6046142032987909,0.12444444444444444,0.18666666666666668,0.43333333333333335,0.4955555555555556,0.2031929456703167,0.5394329773947594,0.6344542633517121,0.5961328144637851,0.5619900834000253,0.6329376151993151
Q1,target|compact|uniform|top20,target,compact,uniform,20,logit,0.5,0.0,1.0,0.6533156555157914,0.665922727510901,0.6099893793567408,0.6355102180078814,0.019564495485113076,0.017004346504668644,0.5904248838716277,0.6185058715032128,0.6252918592512237,0.14666666666666667,0.17555555555555555,0.4666666666666667,0.4955555555555556,0.2104437925773526,0.5693629238679443,0.643298272600108,0.6096302486845104,0.59560186507211,0.6355102180078814
Q1,target|compact|uniform|top20,target,compact,uniform,20,prob,0.5,0.0,1.0,0.6533156555157914,0.665922727510901,0.6136378528233604,0.6355790339668232,0.023212968951732638,0.01707316246361046,0.5904248838716277,0.6185058715032128,0.6293795347203623,0.14666666666666667,0.17555555555555555,0.4666666666666667,0.4955555555555556,0.21184970351823273,0.5784244870068387,0.6443377885910275,0.6149622066143114,0.5979239194927427,0.6355790339668232
Q1,target|compact|uniform|top20,target,compact,uniform,20,logit,0.5,-0.12,1.0,0.6533156555157914,0.665922727510901,0.6113335272068664,0.6512128803367393,0.020908643335238675,0.03270700883352651,0.5904248838716277,0.6185058715032128,0.631393625680007,0.12222222222222222,0.19333333333333333,0.42444444444444446,0.4955555555555556,0.2110504082233899,0.5644388178948879,0.6468922663946272,0.6114307172784151,0.5873868720004516,0.6512128803367393
Q1,target|compact|uniform|top20,target,compact,uniform,20,prob,0.5,-0.12,1.0,0.6533156555157914,0.665922727510901,0.6149714281859785,0.6513203372346528,0.02454654431435077,0.03281446573143998,0.5904248838716277,0.6185058715032128,0.6354803844573786,0.12222222222222222,0.19333333333333333,0.42444444444444446,0.4955555555555556,0.21243049315035337,0.5734505184753819,0.6479097987683645,0.6166635643941268,0.5897904330657059,0.6513203372346528
Q1,target|compact|uniform|top20,target,compact,uniform,20,logit,1.0,0.0,1.0,0.6533156555157914,0.665922727510901,0.6533156555157914,0.665922727510901,0.06289077164416368,0.04741685600768819,0.5904248838716277,0.6185058715032128,0.6823525799039545,0.1511111111111111,0.18888888888888888,0.4577777777777778,0.4955555555555556,0.23031830795893465,0.644331685732879,0.66938505965435,0.6517884070937252,0.636326184024861,0.665922727510901
Q1,target|compact|uniform|top20,target,compact,uniform,20,prob,1.0,0.0,1.0,0.6533156555157914,0.665922727510901,0.6533156555157914,0.665922727510901,0.06289077164416368,0.04741685600768819,0.5904248838716277,0.6185058715032128,0.6823525799039545,0.1511111111111111,0.18888888888888888,0.4577777777777778,0.4955555555555556,0.23031830795893465,0.644331685732879,0.66938505965435,0.6517884070937252,0.636326184024861,0.665922727510901
