model,target,fold,logloss,last_overlap_rows,features,seed_count
lgbm,Q1,0,0.4564199583335208,0,91,1
lgbm,Q2,0,0.6790832173010041,0,95,1
lgbm,Q3,0,0.6946924843106959,0,94,1
lgbm,S1,0,0.5188094603017233,0,88,1
lgbm,S2,0,0.6141703438841241,0,88,1
lgbm,S3,0,0.593808803999821,0,90,1
lgbm,S4,0,0.6732483309654803,0,90,1
