target,fold,model,param_profile,weight_profile,top_k,features,feature_bank,te_source_count,te_generated_features,stop_policy,stop_iteration,weight_min,weight_max,weight_std,delta_std_val
Q1,2,ridge,ridge10,recent_resid,120,120,bins_te,8,32,closed_form_no_early_stopping,,0.043692238352012774,3.636293216836171,0.8095968458768474,1.622696191663969
Q1,3,ridge,ridge10,recent_resid,120,120,bins_te,8,32,closed_form_no_early_stopping,,0.0499929725843492,4.315046198958547,0.9071980606289488,1.3926053220790033
Q1,4,ridge,ridge10,recent_resid,120,120,bins_te,8,32,closed_form_no_early_stopping,,0.06365964941114013,3.4043686016690367,0.6666927376918634,1.2527349779640087
Q2,0,ridge,ridge1,uniform,40,40,bins_te,8,32,closed_form_no_early_stopping,,0.6800505861807417,1.090308334038474,0.09877276684483846,1.1372360805796489
Q2,1,ridge,ridge1,uniform,40,40,bins_te,8,32,closed_form_no_early_stopping,,0.7296153527862014,1.0640457107514147,0.07760813808247108,1.6195518373964022
Q2,2,ridge,ridge1,uniform,40,40,bins_te,8,32,closed_form_no_early_stopping,,0.6681516368879491,1.0712310420783362,0.0809528518844321,0.532033394709372
Q2,3,ridge,ridge1,uniform,40,40,bins_te,8,32,closed_form_no_early_stopping,,0.673975953796801,1.0805384821695425,0.0959169703338957,0.9261792151083902
Q2,4,ridge,ridge1,uniform,40,40,bins_te,8,32,closed_form_no_early_stopping,,0.6744358742231228,1.081306404821711,0.09335210810805858,3.192958744131447
Q2,0,ridge,ridge1,recent_class,40,40,bins_te,8,32,closed_form_no_early_stopping,,0.2529366599698731,2.8976882511558526,0.4495903421416533,1.1849869231489059
Q2,1,ridge,ridge1,recent_class,40,40,bins_te,8,32,closed_form_no_early_stopping,,0.2865305049023316,2.933346578031104,0.4866751845095169,1.6761485502786742
Q2,2,ridge,ridge1,recent_class,40,40,bins_te,8,32,closed_form_no_early_stopping,,0.30131988818172717,2.8628349697772157,0.5272301498678945,0.5675497034455206
Q2,3,ridge,ridge1,recent_class,40,40,bins_te,8,32,closed_form_no_early_stopping,,0.3097774387531151,3.5846039522712285,0.5714686056022492,1.0511579274200695
Q2,4,ridge,ridge1,recent_class,40,40,bins_te,8,32,closed_form_no_early_stopping,,0.3751457164305051,2.493410384865165,0.4364340713334785,3.5981198118951414
Q2,0,ridge,ridge1,recent_resid,40,40,bins_te,8,32,closed_form_no_early_stopping,,0.132322480226849,3.404399135224715,0.5970108873208612,1.2606177322293524
Q2,1,ridge,ridge1,recent_resid,40,40,bins_te,8,32,closed_form_no_early_stopping,,0.16221159274616467,3.505311009599088,0.6487573494456341,1.913226818880039
Q2,2,ridge,ridge1,recent_resid,40,40,bins_te,8,32,closed_form_no_early_stopping,,0.1573373182185943,3.5806140576073373,0.7381624138790858,0.6622086362955631
Q2,3,ridge,ridge1,recent_resid,40,40,bins_te,8,32,closed_form_no_early_stopping,,0.17151180863371823,4.477963000780776,0.8187636837696609,1.131743719366356
Q2,4,ridge,ridge1,recent_resid,40,40,bins_te,8,32,closed_form_no_early_stopping,,0.2193926798269329,3.4002309737853444,0.6169582197185594,3.717505000775738
Q2,0,ridge,ridge3,uniform,40,40,bins_te,8,32,closed_form_no_early_stopping,,0.6800505861807417,1.090308334038474,0.09877276684483846,1.0314696463044613
Q2,1,ridge,ridge3,uniform,40,40,bins_te,8,32,closed_form_no_early_stopping,,0.7296153527862014,1.0640457107514147,0.07760813808247108,1.5263935839543004
Q2,2,ridge,ridge3,uniform,40,40,bins_te,8,32,closed_form_no_early_stopping,,0.6681516368879491,1.0712310420783362,0.0809528518844321,0.6112252604538608
Q2,3,ridge,ridge3,uniform,40,40,bins_te,8,32,closed_form_no_early_stopping,,0.673975953796801,1.0805384821695425,0.0959169703338957,0.860838684713637
Q2,4,ridge,ridge3,uniform,40,40,bins_te,8,32,closed_form_no_early_stopping,,0.6744358742231228,1.081306404821711,0.09335210810805858,2.427504255671865
Q2,0,ridge,ridge3,recent_class,40,40,bins_te,8,32,closed_form_no_early_stopping,,0.2529366599698731,2.8976882511558526,0.4495903421416533,1.0890386836628878
Q2,1,ridge,ridge3,recent_class,40,40,bins_te,8,32,closed_form_no_early_stopping,,0.2865305049023316,2.933346578031104,0.4866751845095169,1.5871550141102755
Q2,2,ridge,ridge3,recent_class,40,40,bins_te,8,32,closed_form_no_early_stopping,,0.30131988818172717,2.8628349697772157,0.5272301498678945,0.6932747938431585
Q2,3,ridge,ridge3,recent_class,40,40,bins_te,8,32,closed_form_no_early_stopping,,0.3097774387531151,3.5846039522712285,0.5714686056022492,1.000717861885343
Q2,4,ridge,ridge3,recent_class,40,40,bins_te,8,32,closed_form_no_early_stopping,,0.3751457164305051,2.493410384865165,0.4364340713334785,2.651323773019024
Q2,0,ridge,ridge3,recent_resid,40,40,bins_te,8,32,closed_form_no_early_stopping,,0.132322480226849,3.404399135224715,0.5970108873208612,1.1644844466607556
Q2,1,ridge,ridge3,recent_resid,40,40,bins_te,8,32,closed_form_no_early_stopping,,0.16221159274616467,3.505311009599088,0.6487573494456341,1.845234427592265
Q2,2,ridge,ridge3,recent_resid,40,40,bins_te,8,32,closed_form_no_early_stopping,,0.1573373182185943,3.5806140576073373,0.7381624138790858,0.7933489678024639
Q2,3,ridge,ridge3,recent_resid,40,40,bins_te,8,32,closed_form_no_early_stopping,,0.17151180863371823,4.477963000780776,0.8187636837696609,1.095061640477634
Q2,4,ridge,ridge3,recent_resid,40,40,bins_te,8,32,closed_form_no_early_stopping,,0.2193926798269329,3.4002309737853444,0.6169582197185594,2.8770275963849605
Q2,0,ridge,ridge10,uniform,40,40,bins_te,8,32,closed_form_no_early_stopping,,0.6800505861807417,1.090308334038474,0.09877276684483846,0.9568960497829624
Q2,1,ridge,ridge10,uniform,40,40,bins_te,8,32,closed_form_no_early_stopping,,0.7296153527862014,1.0640457107514147,0.07760813808247108,1.4453326483768043
Q2,2,ridge,ridge10,uniform,40,40,bins_te,8,32,closed_form_no_early_stopping,,0.6681516368879491,1.0712310420783362,0.0809528518844321,0.7563770552245068
