source,target,full_logloss,last_logloss,full_delta_vs_anchor,last_delta_vs_anchor,test_abs_delta_mean,test_mean_delta,test_up_rate,test_down_rate,public_risk,rank_score,kept_for_target
constrained_target_blend_logit_newton/tradeoff_cap_a0p35,Q1,0.5888558879479348,0.6004250659961831,-0.001568995923692973,-0.01808080550702973,0.027129916123253613,0.0017269252762168526,0.488,0.512,0.0013564958061626808,0.6099205366393219,False
public_aware_stack_blend_20260622/target_select_public_aggressive_logit_anchorblend_w0p65,Q1,0.5857619876747364,0.6078877041500022,-0.0046628961968913085,-0.010618167353210639,0.005982133826835291,-0.0029778462385125315,0.472,0.528,0.0002991066913417646,0.6099814509893946,True
public_aware_stack_blend_20260622/target_select_public_balanced_logit_anchorblend_w0p65,Q1,0.5857619876747364,0.6078877041500022,-0.0046628961968913085,-0.010618167353210639,0.005982133826835291,-0.0029778462385125315,0.472,0.528,0.0002991066913417646,0.6099814509893946,False
public_aware_stack_blend_20260622/target_select_public_tight_logit_anchorblend_w0p65,Q1,0.5857619876747364,0.6078877041500022,-0.0046628961968913085,-0.010618167353210639,0.005982133826835291,-0.0029778462385125315,0.472,0.528,0.0002991066913417646,0.6099814509893946,False
residual_submission_blend_ridge_logit_newton/ridge_knn_blend_composite,Q1,0.5898889020581386,0.5984797793482457,-0.0005359818134891281,-0.02002609215496709,0.03370743927759753,0.002052750091962331,0.488,0.512,0.0016853719638798765,0.6102773830954048,True
residual_submission_blend_ridge_logit_newton/ridge_knn_blend_last,Q1,0.5898889020581386,0.5984797793482457,-0.0005359818134891281,-0.02002609215496709,0.03370743927759753,0.002052750091962331,0.488,0.512,0.0016853719638798765,0.6102773830954048,False
residual_single_model_opt_ridge_logit_newton/ridge_residual_composite,Q1,0.5898889020581386,0.5984797793482457,-0.0005359818134891281,-0.02002609215496709,0.03370743927759753,0.002052750091962331,0.488,0.512,0.0016853719638798765,0.6102773830954048,False
constrained_target_blend_logit_newton/tradeoff_cap_a0p5,Q1,0.5892512766796913,0.599612229203973,-0.0011736071919363766,-0.018893642299239843,0.030541539575823146,0.0020372557418251525,0.488,0.512,0.0015270769787911573,0.6103017680555111,False
constrained_target_blend_logit_newton/composite,Q1,0.5912018454223922,0.5975116377918059,0.0007769615507644545,-0.02099423371140685,0.03684048595046649,0.001955478608560085,0.488,0.512,0.0018420242975233246,0.6108719848049279,False
constrained_target_blend_logit_newton/tradeoff_cap_a0p15,Q1,0.5882756987108314,0.6030283193180364,-0.0021491851607963186,-0.015477552185176435,0.023397906451322385,0.0019674108647094305,0.496,0.504,0.0011698953225661192,0.6112175865759992,False
constrained_target_blend_logit_newton/last,Q1,0.5939493230903995,0.5962395054298064,0.003524439218771769,-0.022266366073406374,0.03976643392223383,0.0013577263564170607,0.472,0.528,0.0019883216961116917,0.6122724208338514,True
pattern_safe_candidates_20260622/q1_only,Q1,0.5879679030351407,0.606532805999241,-0.002456980836487044,-0.011973065503971814,0.017820126062224766,0.001879180925109512,0.5,0.5,0.0008910063031112383,0.6127698501210196,True
pattern_safe_candidates_20260622/q1_s2down25_s4up25,Q1,0.5879679030351407,0.606532805999241,-0.002456980836487044,-0.011973065503971814,0.017820126062224766,0.001879180925109512,0.5,0.5,0.0008910063031112383,0.6127698501210196,False
pattern_safe_candidates_20260622/q1_s2down50_s4up50,Q1,0.5879679030351407,0.606532805999241,-0.002456980836487044,-0.011973065503971814,0.017820126062224766,0.001879180925109512,0.5,0.5,0.0008910063031112383,0.6127698501210196,False
pattern_safe_candidates_20260622/q1_s2down75_s4up75,Q1,0.5879679030351407,0.606532805999241,-0.002456980836487044,-0.011973065503971814,0.017820126062224766,0.001879180925109512,0.5,0.5,0.0008910063031112383,0.6127698501210196,False
pattern_safe_candidates_20260622/q1_s2down_only,Q1,0.5879679030351407,0.606532805999241,-0.002456980836487044,-0.011973065503971814,0.017820126062224766,0.001879180925109512,0.5,0.5,0.0008910063031112383,0.6127698501210196,False
pattern_safe_candidates_20260622/q1_s2down_s4full,Q1,0.5879679030351407,0.606532805999241,-0.002456980836487044,-0.011973065503971814,0.017820126062224766,0.001879180925109512,0.5,0.5,0.0008910063031112383,0.6127698501210196,False
pattern_safe_candidates_20260622/q1_s2down_s4up,Q1,0.5879679030351407,0.606532805999241,-0.002456980836487044,-0.011973065503971814,0.017820126062224766,0.001879180925109512,0.5,0.5,0.0008910063031112383,0.6127698501210196,False
pattern_safe_candidates_20260622/q1_s2full_s4up,Q1,0.5879679030351407,0.606532805999241,-0.002456980836487044,-0.011973065503971814,0.017820126062224766,0.001879180925109512,0.5,0.5,0.0008910063031112383,0.6127698501210196,False
pattern_safe_candidates_20260622/q1_s4up_only,Q1,0.5879679030351407,0.606532805999241,-0.002456980836487044,-0.011973065503971814,0.017820126062224766,0.001879180925109512,0.5,0.5,0.0008910063031112383,0.6127698501210196,False
constrained_target_blend_logit_newton/full,Q1,0.5879679030351407,0.606532805999241,-0.002456980836487044,-0.011973065503971814,0.017820126062224766,0.001879180925109512,0.5,0.5,0.0008910063031112383,0.6127698501210196,False
constrained_target_blend_logit_newton/last_guard_0,Q1,0.5879679030351407,0.606532805999241,-0.002456980836487044,-0.011973065503971814,0.017820126062224766,0.001879180925109512,0.5,0.5,0.0008910063031112383,0.6127698501210196,False
