target,source_count,anchor_clone_count,pairs_corr_ge_0p999,pairs_corr_lt_0p98,best_full_source,best_full_logloss,best_last_source,best_last_logloss
Q1,284,218,24566,13914,residual_single_model_opt_ridge_logit_te_full__ridge_residual_full,0.587182961439304,residual_single_model_opt_ridge_logit_newton__ridge_residual_last,0.5963948403265755
Q2,284,217,24319,15311,model_lgbm_anchor,0.6756841748703629,residual_single_model_opt_ridge_logit_te_full__ridge_residual_last,0.632952479765453
Q3,284,220,24987,13506,model_lgbm_anchor,0.6511236773418935,residual_single_model_opt_ridge_logit_te_full__ridge_residual_last,0.6227638372176388
S1,284,218,24549,13310,residual_single_model_opt_ridge_logit_newton__ridge_residual_full,0.4901356633045168,residual_single_model_opt_ridge_logit_newton__ridge_residual_composite,0.4433032619659718
S2,284,217,24332,14619,residual_single_model_opt_ridge_logit_newton__ridge_residual_full,0.5523303237543977,residual_single_model_opt_ridge_logit_newton__ridge_residual_composite,0.5841610094151621
S3,284,218,25211,12386,residual_single_model_opt_ridge_logit_newton__ridge_residual_full,0.5077276302852942,residual_single_model_opt_ridge_logit_newton__ridge_residual_last,0.5940046405432852
S4,284,217,24349,14814,residual_single_model_opt_ridge_logit_newton__ridge_residual_full,0.6226433776469414,seq_S4_1p5_0p45,0.5510263026028728
