run,path,target,config_key,model,param_profile,weight_profile,top_k,shrink,full_logloss,last_logloss,full_delta_vs_anchor,last_delta_vs_anchor,rank_score,fold0_logloss,fold1_logloss,fold2_logloss,fold3_logloss,fold4_logloss,candidate,selection_mode,anchor_full,anchor_last,source
ridge_logit_te_full,research/residual_single_model_opt_ridge_logit_te_full/target_choices_all.csv,Q1,ridge|logit_newton|bins_te|ridge0p3|subject_class|top160,ridge,ridge0p3,subject_class,160.0,0.2,0.6138911516003381,0.6102843032135797,0.02346626772871041,-0.008221568289633052,0.6348573155119598,0.5940212535770112,0.6327800466067289,0.637826464309103,0.5959683544699826,0.6102843032135797,ridge_residual_last,last,0.5904248838716277,0.6185058715032128,
ridge_logit_te_full,research/residual_single_model_opt_ridge_logit_te_full/target_choices_all.csv,Q2,ridge|logit_newton|bins_te|ridge100|uniform|top120,ridge,ridge100,uniform,120.0,0.12,0.6978839754840116,0.6329524797654529,0.005004118860089113,-0.005131889534948475,0.6535817131492155,0.7295767514188649,0.6202152004996823,0.7942555699168601,0.7099226747779644,0.6329524797654529,ridge_residual_last,last,0.6928798566239225,0.6380843693004014,
ridge_logit_te_full,research/residual_single_model_opt_ridge_logit_te_full/target_choices_all.csv,Q3,ridge|logit_newton|bins_te|ridge0p3|uniform|top240,ridge,ridge0p3,uniform,240.0,0.12,0.6861389688287172,0.6227638372176388,0.023458422700516457,-0.011928171023114609,0.6622682998766064,0.6950485124737101,0.7035298527700757,0.774645371482836,0.633054855295104,0.6227638372176388,ridge_residual_last,last,0.6626805461282007,0.6346920082407534,
ridge_logit_te_full,research/residual_single_model_opt_ridge_logit_te_full/target_choices_all.csv,S1,ridge|logit_newton|bins_te|ridge1|recent_resid|top240,ridge,ridge1,recent_resid,240.0,0.05,0.4921635559757896,0.4462078593411809,-0.00018859723806241568,-0.003336606675795273,0.4518359790502795,0.471781842859021,0.488522051399993,0.5252996336675286,0.5279646443225942,0.4462078593411809,ridge_residual_last,last,0.492352153213852,0.4495444660169762,
ridge_logit_te_full,research/residual_single_model_opt_ridge_logit_te_full/target_choices_all.csv,S2,ridge|logit_newton|bins_te|ridge100|recent_class|top40,ridge,ridge100,recent_class,40.0,0.5,0.5831923099270798,0.600229458518873,0.0230719042373716,-0.022585864376560405,0.623401545422508,0.6205217214409466,0.537091533303578,0.5531935670182162,0.6034187750325629,0.600229458518873,ridge_residual_last,last,0.5601204056897082,0.6228153228954334,
ridge_logit_te_full,research/residual_single_model_opt_ridge_logit_te_full/target_choices_all.csv,S3,ridge|logit_newton|bins_te|ridge0p3|recent_resid|top160,ridge,ridge0p3,recent_resid,160.0,0.05,0.5445600978096841,0.5984109198507523,0.0030087232879959513,-0.0022681051398212304,0.6082261868379567,0.5099438978163526,0.5324774686096226,0.5722744263951545,0.5156796304202323,0.5984109198507523,ridge_residual_last,last,0.5415513745216881,0.6006790249905736,
ridge_logit_te_full,research/residual_single_model_opt_ridge_logit_te_full/target_choices_all.csv,S4,ridge|logit_newton|bins_te|ridge0p3|recent_class|top40,ridge,ridge0p3,recent_class,40.0,0.2,0.6358809354536441,0.5830210692368292,0.005081897849019135,-0.00563331540416101,0.5957298954696955,0.6644161378859592,0.6076933546655691,0.6435723230766418,0.6762157941157356,0.5830210692368292,ridge_residual_last,last,0.630799037604625,0.5886543846409902,
ridge_logit_te_full,research/residual_single_model_opt_ridge_logit_te_full/target_choices_all.csv,Q1,ridge|logit_newton|bins_te|ridge10|subject_class|top80,ridge,ridge10,subject_class,80.0,0.12,0.5871829614393039,0.6189710553426604,-0.003241922432323796,0.00046518383944760267,0.6240551337782951,0.539013659913167,0.6204300253172846,0.5862006865952915,0.5754802475555074,0.6189710553426604,ridge_residual_full,full,0.5904248838716277,0.6185058715032128,
ridge_logit_te_full,research/residual_single_model_opt_ridge_logit_te_full/target_choices_all.csv,Q2,ridge|logit_newton|bins_te|ridge0p3|recent_resid|top40,ridge,ridge0p3,recent_resid,40.0,0.08,0.6898804919422968,0.635809916022891,-0.002999364681625649,-0.002274453277510302,0.6539460876133071,0.7163148594559958,0.6246409071443026,0.7930545218245842,0.6782565537700364,0.635809916022891,ridge_residual_full,full,0.6928798566239225,0.6380843693004014,
ridge_logit_te_full,research/residual_single_model_opt_ridge_logit_te_full/target_choices_all.csv,Q3,ridge|logit_newton|bins_te|ridge0p3|uniform|top40,ridge,ridge0p3,uniform,40.0,0.0,0.6626805461282007,0.6346920082407534,0.0,0.0,0.6442038137020795,0.6945061214538464,0.6727576578357087,0.6955517920765923,0.613734493992541,0.6346920082407534,ridge_residual_full,full,0.6626805461282007,0.6346920082407534,
ridge_logit_te_full,research/residual_single_model_opt_ridge_logit_te_full/target_choices_all.csv,S1,ridge|logit_newton|bins_te|ridge0p3|recent_class|top240,ridge,ridge0p3,recent_class,240.0,0.03,0.4910643082509548,0.4485522902351876,-0.0012878449628971889,-0.0009921757817885624,0.4537625358044009,0.4696506533200237,0.486615410634785,0.5242551146298274,0.5254805442016071,0.4485522902351876,ridge_residual_full,full,0.492352153213852,0.4495444660169762,
ridge_logit_te_full,research/residual_single_model_opt_ridge_logit_te_full/target_choices_all.csv,S2,ridge|logit_newton|bins_te|ridge0p3|recent_resid|top80,ridge,ridge0p3,recent_resid,80.0,0.08,0.5578306344512246,0.6112469364469745,-0.0022897712384836177,-0.011568386448458923,0.6207986241589384,0.5782249715573807,0.5221137739604954,0.5282728432722235,0.5509457139422673,0.6112469364469745,ridge_residual_full,full,0.5601204056897082,0.6228153228954334,
ridge_logit_te_full,research/residual_single_model_opt_ridge_logit_te_full/target_choices_all.csv,S3,ridge|logit_newton|bins_te|ridge0p3|subject_class|top40,ridge,ridge0p3,subject_class,40.0,0.12,0.538635945098123,0.6062560555155727,-0.0029154294235651523,0.005577030524999138,0.6162044136056725,0.5051657892552961,0.5251187969903021,0.5604144136290202,0.5028723260506296,0.6062560555155727,ridge_residual_full,full,0.5415513745216881,0.6006790249905736,
ridge_logit_te_full,research/residual_single_model_opt_ridge_logit_te_full/target_choices_all.csv,S4,ridge|logit_newton|bins_te|ridge0p3|recent_class|top240,ridge,ridge0p3,recent_class,240.0,0.05,0.6288064158993424,0.5855204897697137,-0.0019926217052825823,-0.003133894871276466,0.5921701990219934,0.6535509814756131,0.5947127026284709,0.6427553370464525,0.664010732800181,0.5855204897697137,ridge_residual_full,full,0.630799037604625,0.5886543846409902,
blend_ridge_knn,research/residual_submission_blend/target_choices_all.csv,Q1,,,,,,,0.5904248838716277,0.6185058715032128,0.0,0.0,0.6233982693683049,0.542826510063604,0.6312121035496189,0.5935222474440965,0.5701035275859474,0.6185058715032128,ridge_knn_blend_composite,composite,0.5904248838716277,0.6185058715032128,anchor
blend_ridge_knn,research/residual_submission_blend/target_choices_all.csv,Q2,,,,,,,0.6928798566239225,0.6380843693004012,0.0,-1.1102230246251565e-16,0.6562648363636675,0.711513567173958,0.6320549532598854,0.7975184800361131,0.6842455848228304,0.6380843693004012,ridge_knn_blend_composite,composite,0.6928798566239225,0.6380843693004014,logit:anchor:0.20+ridge_residual_composite:0.80
blend_ridge_knn,research/residual_submission_blend/target_choices_all.csv,Q3,,,,,,,0.6626805461282006,0.6346920082407534,-1.1102230246251565e-16,0.0,0.6442038137020795,0.6945061214538462,0.6727576578357087,0.6955517920765923,0.613734493992541,0.6346920082407534,ridge_knn_blend_composite,composite,0.6626805461282007,0.6346920082407534,arith:anchor:0.20+ridge_residual_composite:0.50+knn_targetwise_guarded:0.30
blend_ridge_knn,research/residual_submission_blend/target_choices_all.csv,S1,,,,,,,0.4889969074517049,0.4327141718897659,-0.00335524576214713,-0.016830294127210266,0.4396189485958503,0.4704035984624281,0.4867948647174543,0.5299379223896,0.5235900222981676,0.4327141718897659,ridge_knn_blend_composite,composite,0.492352153213852,0.4495444660169762,logit:anchor:0.65+ridge_residual_full:0.35
blend_ridge_knn,research/residual_submission_blend/target_choices_all.csv,S2,,,,,,,0.5616316446878189,0.5867256036298656,0.0015112389981106755,-0.03608971926556781,0.5926819746203822,0.586087075466227,0.5315899472503148,0.5324740247428502,0.5708999148850425,0.5867256036298656,ridge_knn_blend_composite,composite,0.5601204056897082,0.6228153228954334,ridge_residual_composite
blend_ridge_knn,research/residual_submission_blend/target_choices_all.csv,S3,,,,,,,0.541335808833598,0.5954033437430996,-0.00021556568809011356,-0.005275681247474018,0.6025987575364451,0.5048217581965466,0.5296815337298241,0.569641858152581,0.5132336224334355,0.5954033437430996,ridge_knn_blend_composite,composite,0.5415513745216881,0.6006790249905736,logit:ridge_residual_composite:0.35+knn_targetwise_guarded:0.65
blend_ridge_knn,research/residual_submission_blend/target_choices_all.csv,S4,,,,,,,0.630799037604625,0.5886543846409902,0.0,0.0,0.5941676182721094,0.6568138600711415,0.5959304507305941,0.649066667040829,0.6602097780743036,0.5886543846409902,ridge_knn_blend_composite,composite,0.630799037604625,0.5886543846409902,anchor
blend_ridge_knn,research/residual_submission_blend/target_choices_all.csv,Q1,,,,,,,0.5904248838716277,0.6185058715032128,0.0,0.0,0.6233982693683049,0.542826510063604,0.6312121035496189,0.5935222474440965,0.5701035275859474,0.6185058715032128,ridge_knn_blend_last,last,0.5904248838716277,0.6185058715032128,anchor
blend_ridge_knn,research/residual_submission_blend/target_choices_all.csv,Q2,,,,,,,0.6928798566239225,0.6380843693004012,0.0,-1.1102230246251565e-16,0.6562648363636675,0.711513567173958,0.6320549532598854,0.7975184800361131,0.6842455848228304,0.6380843693004012,ridge_knn_blend_last,last,0.6928798566239225,0.6380843693004014,logit:anchor:0.20+ridge_residual_composite:0.80
blend_ridge_knn,research/residual_submission_blend/target_choices_all.csv,Q3,,,,,,,0.6626805461282006,0.6346920082407534,-1.1102230246251565e-16,0.0,0.6442038137020795,0.6945061214538462,0.6727576578357087,0.6955517920765923,0.613734493992541,0.6346920082407534,ridge_knn_blend_last,last,0.6626805461282007,0.6346920082407534,arith:anchor:0.20+ridge_residual_composite:0.50+knn_targetwise_guarded:0.30
blend_ridge_knn,research/residual_submission_blend/target_choices_all.csv,S1,,,,,,,0.4889969074517049,0.4327141718897659,-0.00335524576214713,-0.016830294127210266,0.4396189485958503,0.4704035984624281,0.4867948647174543,0.5299379223896,0.5235900222981676,0.4327141718897659,ridge_knn_blend_last,last,0.492352153213852,0.4495444660169762,logit:anchor:0.65+ridge_residual_full:0.35
blend_ridge_knn,research/residual_submission_blend/target_choices_all.csv,S2,,,,,,,0.5616316446878189,0.5867256036298656,0.0015112389981106755,-0.03608971926556781,0.5926819746203822,0.586087075466227,0.5315899472503148,0.5324740247428502,0.5708999148850425,0.5867256036298656,ridge_knn_blend_last,last,0.5601204056897082,0.6228153228954334,ridge_residual_composite
blend_ridge_knn,research/residual_submission_blend/target_choices_all.csv,S3,,,,,,,0.541335808833598,0.5954033437430996,-0.00021556568809011356,-0.005275681247474018,0.6025987575364451,0.5048217581965466,0.5296815337298241,0.569641858152581,0.5132336224334355,0.5954033437430996,ridge_knn_blend_last,last,0.5415513745216881,0.6006790249905736,logit:ridge_residual_composite:0.35+knn_targetwise_guarded:0.65
blend_ridge_knn,research/residual_submission_blend/target_choices_all.csv,S4,,,,,,,0.630799037604625,0.5886543846409902,0.0,0.0,0.5941676182721094,0.6568138600711415,0.5959304507305941,0.649066667040829,0.6602097780743036,0.5886543846409902,ridge_knn_blend_last,last,0.630799037604625,0.5886543846409902,anchor
blend_ridge_knn,research/residual_submission_blend/target_choices_all.csv,Q1,,,,,,,0.5904248838716277,0.6185058715032128,0.0,0.0,0.6233982693683049,0.542826510063604,0.6312121035496189,0.5935222474440965,0.5701035275859474,0.6185058715032128,ridge_knn_blend_full,full,0.5904248838716277,0.6185058715032128,anchor
blend_ridge_knn,research/residual_submission_blend/target_choices_all.csv,Q2,,,,,,,0.691678095823514,0.644783683856689,-0.001201760800408458,0.006699314556287694,0.6621742588436987,0.7078682814633284,0.6265763769431857,0.7948001594079389,0.6839580101540439,0.644783683856689,ridge_knn_blend_full,full,0.6928798566239225,0.6380843693004014,arith:anchor:0.20+ridge_residual_full:0.80
blend_ridge_knn,research/residual_submission_blend/target_choices_all.csv,Q3,,,,,,,0.6626805461282006,0.6346920082407534,-1.1102230246251565e-16,0.0,0.6442038137020795,0.6945061214538462,0.6727576578357087,0.6955517920765923,0.613734493992541,0.6346920082407534,ridge_knn_blend_full,full,0.6626805461282007,0.6346920082407534,arith:anchor:0.20+ridge_residual_composite:0.50+knn_targetwise_guarded:0.30
blend_ridge_knn,research/residual_submission_blend/target_choices_all.csv,S1,,,,,,,0.4889969074517049,0.4327141718897659,-0.00335524576214713,-0.016830294127210266,0.4396189485958503,0.4704035984624281,0.4867948647174543,0.5299379223896,0.5235900222981676,0.4327141718897659,ridge_knn_blend_full,full,0.492352153213852,0.4495444660169762,logit:anchor:0.65+ridge_residual_full:0.35
blend_ridge_knn,research/residual_submission_blend/target_choices_all.csv,S2,,,,,,,0.5546303811446845,0.598322132868772,-0.005490024545023675,-0.024493190026661393,0.6061618963265591,0.575284840360351,0.5215109027358491,0.5255376080567552,0.5535102058139818,0.598322132868772,ridge_knn_blend_full,full,0.5601204056897082,0.6228153228954334,ridge_residual_full
blend_ridge_knn,research/residual_submission_blend/target_choices_all.csv,S3,,,,,,,0.5289264119032117,0.6154436809680527,-0.012624962618476454,0.014764655977479113,0.6272315242593569,0.4708907351587907,0.5139625526466264,0.5737945001075431,0.4802752124589982,0.6154436809680527,ridge_knn_blend_full,full,0.5415513745216881,0.6006790249905736,logit:anchor:0.20+ridge_residual_full:0.80
blend_ridge_knn,research/residual_submission_blend/target_choices_all.csv,S4,,,,,,,0.630799037604625,0.5886543846409902,0.0,0.0,0.5941676182721094,0.6568138600711415,0.5959304507305941,0.649066667040829,0.6602097780743036,0.5886543846409902,ridge_knn_blend_full,full,0.630799037604625,0.5886543846409902,anchor
blend_logit_te_full,research/residual_submission_blend_ridge_logit_te_full/target_choices_all.csv,Q1,,,,,,,0.5907105098616053,0.61435817865119,0.00028562598997761146,-0.004147692852022766,0.618892603013076,0.5497558708136984,0.6284105330762898,0.589326266762065,0.57501545648424,0.61435817865119,ridge_knn_blend_composite,composite,0.5904248838716277,0.6185058715032128,arith:ridge_residual_composite:0.80+ridge_residual_full:0.20
blend_logit_te_full,research/residual_submission_blend_ridge_logit_te_full/target_choices_all.csv,Q2,,,,,,,0.693025082645073,0.6339898460190495,0.00014522602115052408,-0.004094523281351847,0.651583275245033,0.7192482570485388,0.6236180322501674,0.7941997530164753,0.692359853393818,0.6339898460190495,ridge_knn_blend_composite,composite,0.6928798566239225,0.6380843693004014,arith:ridge_residual_composite:0.80+ridge_residual_full:0.20
blend_logit_te_full,research/residual_submission_blend_ridge_logit_te_full/target_choices_all.csv,Q3,,,,,,,0.6644061739423034,0.6315311422438932,0.0017256278141026815,-0.0031608659968602737,0.6437159921189383,0.6933858323192359,0.6754734928788246,0.7039347541234202,0.6155673725070793,0.6315311422438932,ridge_knn_blend_composite,composite,0.6626805461282007,0.6346920082407534,arith:ridge_residual_composite:0.80+ridge_residual_full:0.20
blend_logit_te_full,research/residual_submission_blend_ridge_logit_te_full/target_choices_all.csv,S1,,,,,,,0.4920757193959629,0.4464543086442368,-0.00027643381788911014,-0.003090157372739377,0.4517967975380935,0.4725810309561877,0.488889884749642,0.5254034481423067,0.5259975450971971,0.4464543086442368,ridge_knn_blend_composite,composite,0.492352153213852,0.4495444660169762,arith:anchor:0.20+ridge_residual_composite:0.80
