target,source,full_logloss,last_logloss,full_delta_vs_anchor,last_delta_vs_anchor,tail3_worst,tail3_worst_delta_vs_anchor,fold_std,rank_score,fold0_logloss,fold1_logloss,fold2_logloss,fold3_logloss,fold4_logloss
Q1,logit:ridge_residual_full:0.80+ridge_residual_last:0.20,0.5888651603972085,0.6024344385492955,-0.001559723474419239,-0.01607143295391733,0.6024344385492955,-0.01607143295391733,0.030866875453117237,0.604064373573784,0.5350649991318613,0.6297827768553252,0.5924064056175873,0.5880134461136768,0.6024344385492955
Q1,arith:anchor:0.65+ridge_residual_full:0.35,0.5890726284013477,0.6134850251810486,-0.0013522554702800615,-0.005020846322164152,0.6134850251810486,-0.005020846322164152,0.03135666692009001,0.6174956084473245,0.5395740507668872,0.6294059562952966,0.5929498766643978,0.5738614247035603,0.6134850251810486
Q1,arith:ridge_residual_full:0.35+knn_targetwise_guarded:0.65,0.5890726284013477,0.6134850251810486,-0.0013522554702800615,-0.005020846322164152,0.6134850251810486,-0.005020846322164152,0.03135666692009001,0.6174956084473245,0.5395740507668872,0.6294059562952966,0.5929498766643978,0.5738614247035603,0.6134850251810486
Q1,logit:anchor:0.65+ridge_residual_full:0.35,0.5890802413331239,0.6134953694925439,-0.0013446425385038596,-0.0050105020106688825,0.6134953694925439,-0.0050105020106688825,0.03130335218192571,0.6175067649178815,0.5396778857720091,0.6293174688276822,0.5929630368925058,0.5738567707125178,0.6134953694925439
Q1,logit:ridge_residual_full:0.35+knn_targetwise_guarded:0.65,0.5890802413331239,0.6134953694925439,-0.0013446425385038596,-0.0050105020106688825,0.6134953694925439,-0.0050105020106688825,0.03130335218192571,0.6175067649178815,0.5396778857720091,0.6293174688276822,0.5929630368925058,0.5738567707125178,0.6134953694925439
Q1,logit:anchor:0.80+ridge_residual_composite:0.20,0.5891440843953394,0.6124086104909805,-0.0012807994762883412,-0.006097261012232291,0.6124086104909805,-0.006097261012232291,0.030912330494561463,0.6162585294844511,0.5404443535963044,0.6295916030100742,0.5927236875557694,0.5743447485241315,0.6124086104909805
Q1,logit:ridge_residual_composite:0.20+knn_targetwise_guarded:0.80,0.5891440843953394,0.6124086104909805,-0.0012807994762883412,-0.006097261012232291,0.6124086104909805,-0.006097261012232291,0.0309123304945615,0.6162585294844511,0.5404443535963044,0.6295916030100743,0.5927236875557693,0.5743447485241314,0.6124086104909805
Q1,logit:anchor:0.20+ridge_residual_composite:0.20+knn_targetwise_guarded:0.60,0.5891440843953394,0.6124086104909805,-0.0012807994762883412,-0.006097261012232291,0.6124086104909805,-0.006097261012232291,0.030912330494561477,0.6162585294844511,0.5404443535963044,0.6295916030100742,0.5927236875557695,0.5743447485241314,0.6124086104909805
Q1,logit:anchor:0.35+ridge_residual_composite:0.20+knn_targetwise_guarded:0.45,0.5891440843953394,0.6124086104909805,-0.0012807994762883412,-0.006097261012232291,0.6124086104909805,-0.006097261012232291,0.030912330494561466,0.6162585294844511,0.5404443535963044,0.6295916030100742,0.5927236875557695,0.5743447485241315,0.6124086104909805
Q1,logit:anchor:0.50+ridge_residual_composite:0.20+knn_targetwise_guarded:0.30,0.5891440843953394,0.6124086104909805,-0.0012807994762883412,-0.006097261012232291,0.6124086104909805,-0.006097261012232291,0.03091233049456149,0.6162585294844511,0.5404443535963044,0.6295916030100743,0.5927236875557694,0.5743447485241315,0.6124086104909805
Q1,arith:anchor:0.20+ridge_residual_composite:0.20+knn_targetwise_guarded:0.60,0.5891638990714255,0.6125229058307378,-0.0012609848002022028,-0.005982965672475027,0.6125229058307378,-0.005982965672475027,0.031088390979436754,0.6163872913907308,0.5401699782125339,0.6298588243961322,0.5927586451712703,0.5743213830903106,0.6125229058307378
Q1,arith:anchor:0.50+ridge_residual_composite:0.20+knn_targetwise_guarded:0.30,0.5891638990714255,0.6125229058307378,-0.0012609848002022028,-0.005982965672475027,0.6125229058307378,-0.005982965672475027,0.031088390979436793,0.6163872913907308,0.5401699782125339,0.6298588243961323,0.5927586451712703,0.5743213830903104,0.6125229058307378
Q1,arith:anchor:0.80+ridge_residual_composite:0.20,0.5891638990714255,0.6125229058307379,-0.0012609848002022028,-0.005982965672474916,0.6125229058307379,-0.005982965672474916,0.031088390979436772,0.6163872913907309,0.5401699782125339,0.6298588243961322,0.5927586451712704,0.5743213830903106,0.6125229058307379
