action_key,target,source,mode,alpha,threshold,full_logloss,last_logloss,full_delta_vs_anchor,last_delta_vs_anchor,test_abs_delta_mean,test_mean_delta,test_up_rate,test_down_rate,risk_proxy,base_positive_rate,up_n,down_n,up_precision_actual_1,down_precision_actual_0,up_lift_vs_base,down_lift_vs_base0,up_logloss_gain_vs_anchor,down_logloss_gain_vs_anchor
Q1::constrained_target_blend_logit_newton/last::full::a1::t0.03,Q1,constrained_target_blend_logit_newton/last,full,1.0,0.03,0.5939493230903995,0.5962395054298064,0.003524439218771769,-0.022266366073406374,0.03976643392223383,0.0013577263564170607,0.272,0.248,0.0,0.5882352941176471,38,20,0.6578947368421053,0.6,0.06965944272445823,0.18823529411764706,0.034363129250298816,0.032380349922325795
Q1::constrained_target_blend_logit_newton/last::damped::a1::t0.03,Q1,constrained_target_blend_logit_newton/last,damped,1.0,0.03,0.5939493230903995,0.5962395054298064,0.003524439218771769,-0.022266366073406374,0.03976643392223383,0.0013577263564170607,0.272,0.248,0.0,0.5882352941176471,38,20,0.6578947368421053,0.6,0.06965944272445823,0.18823529411764706,0.034363129250298816,0.032380349922325795
Q1::constrained_target_blend_logit_newton/last::full::a1::t0.05,Q1,constrained_target_blend_logit_newton/last,full,1.0,0.05,0.5939493230903995,0.5962395054298064,0.003524439218771769,-0.022266366073406374,0.03976643392223383,0.0013577263564170607,0.172,0.132,0.0,0.5882352941176471,32,14,0.59375,0.6428571428571429,0.005514705882352922,0.23109243697478998,0.023469883894920655,0.05661753172477097
Q1::constrained_target_blend_logit_newton/last::damped::a1::t0.05,Q1,constrained_target_blend_logit_newton/last,damped,1.0,0.05,0.5939493230903995,0.5962395054298064,0.003524439218771769,-0.022266366073406374,0.03976643392223383,0.0013577263564170607,0.172,0.132,0.0,0.5882352941176471,32,14,0.59375,0.6428571428571429,0.005514705882352922,0.23109243697478998,0.023469883894920655,0.05661753172477097
Q1::constrained_target_blend_logit_newton/last::full::a1::t0.08,Q1,constrained_target_blend_logit_newton/last,full,1.0,0.08,0.5939493230903995,0.5962395054298064,0.003524439218771769,-0.022266366073406374,0.03976643392223383,0.0013577263564170607,0.072,0.048,0.0,0.5882352941176471,24,5,0.625,1.0,0.03676470588235292,0.5882352941176471,0.04403406681618432,0.2069777056822939
Q1::constrained_target_blend_logit_newton/last::damped::a1::t0.08,Q1,constrained_target_blend_logit_newton/last,damped,1.0,0.08,0.5939493230903995,0.5962395054298064,0.003524439218771769,-0.022266366073406374,0.03976643392223383,0.0013577263564170607,0.072,0.048,0.0,0.5882352941176471,24,5,0.625,1.0,0.03676470588235292,0.5882352941176471,0.04403406681618432,0.2069777056822939
Q1::residual_single_model_opt_ridge_logit_newton/ridge_residual_last::full::a1::t0.03,Q1,residual_single_model_opt_ridge_logit_newton/ridge_residual_last,full,1.0,0.03,0.5979150589904836,0.5963948403265755,0.007490175118855857,-0.022111031176637264,0.04924730111609983,0.001449646002538211,0.3,0.316,0.0,0.5882352941176471,40,24,0.65,0.5416666666666666,0.061764705882352944,0.1299019607843137,0.03173052518204304,0.02504331770732524
Q1::residual_single_model_opt_ridge_logit_newton/ridge_residual_last::damped::a1::t0.03,Q1,residual_single_model_opt_ridge_logit_newton/ridge_residual_last,damped,1.0,0.03,0.5979150589904836,0.5963948403265755,0.007490175118855857,-0.022111031176637264,0.04924730111609983,0.001449646002538211,0.3,0.316,0.0,0.5882352941176471,40,24,0.65,0.5416666666666666,0.061764705882352944,0.1299019607843137,0.03173052518204304,0.02504331770732524
Q1::residual_single_model_opt_ridge_logit_newton/ridge_residual_last::full::a1::t0.05,Q1,residual_single_model_opt_ridge_logit_newton/ridge_residual_last,full,1.0,0.05,0.5979150589904836,0.5963948403265755,0.007490175118855857,-0.022111031176637264,0.04924730111609983,0.001449646002538211,0.196,0.188,0.0,0.5882352941176471,32,15,0.59375,0.6,0.005514705882352922,0.18823529411764706,0.017398354586033893,0.05489167518179242
Q1::residual_single_model_opt_ridge_logit_newton/ridge_residual_last::damped::a1::t0.05,Q1,residual_single_model_opt_ridge_logit_newton/ridge_residual_last,damped,1.0,0.05,0.5979150589904836,0.5963948403265755,0.007490175118855857,-0.022111031176637264,0.04924730111609983,0.001449646002538211,0.196,0.188,0.0,0.5882352941176471,32,15,0.59375,0.6,0.005514705882352922,0.18823529411764706,0.017398354586033893,0.05489167518179242
Q1::residual_single_model_opt_ridge_logit_newton/ridge_residual_last::full::a1::t0.08,Q1,residual_single_model_opt_ridge_logit_newton/ridge_residual_last,full,1.0,0.08,0.5979150589904836,0.5963948403265755,0.007490175118855857,-0.022111031176637264,0.04924730111609983,0.001449646002538211,0.108,0.088,0.0,0.5882352941176471,30,9,0.6,0.7777777777777778,0.0117647058823529,0.36601307189542487,0.019057395863890613,0.13422549148539797
Q1::residual_single_model_opt_ridge_logit_newton/ridge_residual_last::damped::a1::t0.08,Q1,residual_single_model_opt_ridge_logit_newton/ridge_residual_last,damped,1.0,0.08,0.5979150589904836,0.5963948403265755,0.007490175118855857,-0.022111031176637264,0.04924730111609983,0.001449646002538211,0.108,0.088,0.0,0.5882352941176471,30,9,0.6,0.7777777777777778,0.0117647058823529,0.36601307189542487,0.019057395863890613,0.13422549148539797
Q1::residual_single_model_opt_ridge_logit_newton/ridge_residual_last::damped::a0.75::t0.03,Q1,residual_single_model_opt_ridge_logit_newton/ridge_residual_last,damped,0.75,0.03,0.592945845107569,0.5972171188912623,0.0025209612359412548,-0.021288752611950512,0.03693547583707488,0.0010872345019036587,0.3,0.316,0.0,0.5882352941176471,40,24,0.65,0.5416666666666666,0.061764705882352944,0.1299019607843137,0.032261628014548016,0.021191734481582406
Q1::residual_single_model_opt_ridge_logit_newton/ridge_residual_last::damped::a0.75::t0.05,Q1,residual_single_model_opt_ridge_logit_newton/ridge_residual_last,damped,0.75,0.05,0.592945845107569,0.5972171188912623,0.0025209612359412548,-0.021288752611950512,0.03693547583707488,0.0010872345019036587,0.196,0.188,0.0,0.5882352941176471,32,15,0.59375,0.6,0.005514705882352922,0.18823529411764706,0.02332633295890496,0.044435549676337026
Q1::residual_single_model_opt_ridge_logit_newton/ridge_residual_last::damped::a0.75::t0.08,Q1,residual_single_model_opt_ridge_logit_newton/ridge_residual_last,damped,0.75,0.08,0.592945845107569,0.5972171188912623,0.0025209612359412548,-0.021288752611950512,0.03693547583707488,0.0010872345019036587,0.108,0.088,0.0,0.5882352941176471,30,9,0.6,0.7777777777777778,0.0117647058823529,0.36601307189542487,0.025162314644508556,0.10495554076955124
Q1::constrained_target_blend_logit_newton/composite::full::a1::t0.03,Q1,constrained_target_blend_logit_newton/composite,full,1.0,0.03,0.5912018454223922,0.5975116377918059,0.0007769615507644545,-0.02099423371140685,0.03684048595046649,0.001955478608560085,0.244,0.236,0.0,0.5882352941176471,37,19,0.6486486486486487,0.5789473684210527,0.060413354531001606,0.16718266253869973,0.030570742396696524,0.028494742568915453
Q1::constrained_target_blend_logit_newton/composite::damped::a1::t0.03,Q1,constrained_target_blend_logit_newton/composite,damped,1.0,0.03,0.5912018454223922,0.5975116377918059,0.0007769615507644545,-0.02099423371140685,0.03684048595046649,0.001955478608560085,0.244,0.236,0.0,0.5882352941176471,37,19,0.6486486486486487,0.5789473684210527,0.060413354531001606,0.16718266253869973,0.030570742396696524,0.028494742568915453
Q1::constrained_target_blend_logit_newton/composite::full::a1::t0.05,Q1,constrained_target_blend_logit_newton/composite,full,1.0,0.05,0.5912018454223922,0.5975116377918059,0.0007769615507644545,-0.02099423371140685,0.03684048595046649,0.001955478608560085,0.16,0.124,0.0,0.5882352941176471,31,11,0.5806451612903226,0.7272727272727273,-0.007590132827324458,0.31550802139037437,0.020601507347897847,0.07627479520568288
Q1::constrained_target_blend_logit_newton/composite::damped::a1::t0.05,Q1,constrained_target_blend_logit_newton/composite,damped,1.0,0.05,0.5912018454223922,0.5975116377918059,0.0007769615507644545,-0.02099423371140685,0.03684048595046649,0.001955478608560085,0.16,0.124,0.0,0.5882352941176471,31,11,0.5806451612903226,0.7272727272727273,-0.007590132827324458,0.31550802139037437,0.020601507347897847,0.07627479520568288
Q1::constrained_target_blend_logit_newton/composite::full::a1::t0.08,Q1,constrained_target_blend_logit_newton/composite,full,1.0,0.08,0.5912018454223922,0.5975116377918059,0.0007769615507644545,-0.02099423371140685,0.03684048595046649,0.001955478608560085,0.068,0.036,0.0,0.5882352941176471,22,5,0.6363636363636364,1.0,0.048128342245989275,0.5882352941176471,0.048504294136105956,0.19625445227585367
Q1::constrained_target_blend_logit_newton/composite::damped::a1::t0.08,Q1,constrained_target_blend_logit_newton/composite,damped,1.0,0.08,0.5912018454223922,0.5975116377918059,0.0007769615507644545,-0.02099423371140685,0.03684048595046649,0.001955478608560085,0.068,0.036,0.0,0.5882352941176471,22,5,0.6363636363636364,1.0,0.048128342245989275,0.5882352941176471,0.048504294136105956,0.19625445227585367
Q1::residual_submission_blend_ridge_logit_newton/ridge_knn_blend_composite::full::a1::t0.03,Q1,residual_submission_blend_ridge_logit_newton/ridge_knn_blend_composite,full,1.0,0.03,0.5898889020581386,0.5984797793482457,-0.0005359818134891281,-0.02002609215496709,0.03370743927759753,0.002052750091962331,0.216,0.212,0.0,0.5882352941176471,36,18,0.6388888888888888,0.5555555555555556,0.05065359477124176,0.14379084967320266,0.029692097717785866,0.024718215690655146
Q1::residual_submission_blend_ridge_logit_newton/ridge_knn_blend_composite::damped::a1::t0.03,Q1,residual_submission_blend_ridge_logit_newton/ridge_knn_blend_composite,damped,1.0,0.03,0.5898889020581386,0.5984797793482457,-0.0005359818134891281,-0.02002609215496709,0.03370743927759753,0.002052750091962331,0.216,0.212,0.0,0.5882352941176471,36,18,0.6388888888888888,0.5555555555555556,0.05065359477124176,0.14379084967320266,0.029692097717785866,0.024718215690655146
Q1::residual_submission_blend_ridge_logit_newton/ridge_knn_blend_composite::full::a1::t0.05,Q1,residual_submission_blend_ridge_logit_newton/ridge_knn_blend_composite,full,1.0,0.05,0.5898889020581386,0.5984797793482457,-0.0005359818134891281,-0.02002609215496709,0.03370743927759753,0.002052750091962331,0.148,0.112,0.0,0.5882352941176471,28,11,0.6071428571428571,0.7272727272727273,0.018907563025210017,0.31550802139037437,0.0361053945541829,0.07015735483680582
Q1::residual_submission_blend_ridge_logit_newton/ridge_knn_blend_composite::damped::a1::t0.05,Q1,residual_submission_blend_ridge_logit_newton/ridge_knn_blend_composite,damped,1.0,0.05,0.5898889020581386,0.5984797793482457,-0.0005359818134891281,-0.02002609215496709,0.03370743927759753,0.002052750091962331,0.148,0.112,0.0,0.5882352941176471,28,11,0.6071428571428571,0.7272727272727273,0.018907563025210017,0.31550802139037437,0.0361053945541829,0.07015735483680582
Q1::residual_submission_blend_ridge_logit_newton/ridge_knn_blend_composite::full::a1::t0.08,Q1,residual_submission_blend_ridge_logit_newton/ridge_knn_blend_composite,full,1.0,0.08,0.5898889020581386,0.5984797793482457,-0.0005359818134891281,-0.02002609215496709,0.03370743927759753,0.002052750091962331,0.048,0.012,0.0,0.5882352941176471,20,4,0.6,1.0,0.0117647058823529,0.5882352941176471,0.041651164065154414,0.20419388191038412
Q1::residual_submission_blend_ridge_logit_newton/ridge_knn_blend_composite::damped::a1::t0.08,Q1,residual_submission_blend_ridge_logit_newton/ridge_knn_blend_composite,damped,1.0,0.08,0.5898889020581386,0.5984797793482457,-0.0005359818134891281,-0.02002609215496709,0.03370743927759753,0.002052750091962331,0.048,0.012,0.0,0.5882352941176471,20,4,0.6,1.0,0.0117647058823529,0.5882352941176471,0.041651164065154414,0.20419388191038412
Q1::residual_submission_blend_ridge_logit_newton/ridge_knn_blend_last::full::a1::t0.03,Q1,residual_submission_blend_ridge_logit_newton/ridge_knn_blend_last,full,1.0,0.03,0.5898889020581386,0.5984797793482457,-0.0005359818134891281,-0.02002609215496709,0.03370743927759753,0.002052750091962331,0.216,0.212,0.0,0.5882352941176471,36,18,0.6388888888888888,0.5555555555555556,0.05065359477124176,0.14379084967320266,0.029692097717785866,0.024718215690655146
Q1::residual_submission_blend_ridge_logit_newton/ridge_knn_blend_last::damped::a1::t0.03,Q1,residual_submission_blend_ridge_logit_newton/ridge_knn_blend_last,damped,1.0,0.03,0.5898889020581386,0.5984797793482457,-0.0005359818134891281,-0.02002609215496709,0.03370743927759753,0.002052750091962331,0.216,0.212,0.0,0.5882352941176471,36,18,0.6388888888888888,0.5555555555555556,0.05065359477124176,0.14379084967320266,0.029692097717785866,0.024718215690655146
Q1::residual_submission_blend_ridge_logit_newton/ridge_knn_blend_last::full::a1::t0.05,Q1,residual_submission_blend_ridge_logit_newton/ridge_knn_blend_last,full,1.0,0.05,0.5898889020581386,0.5984797793482457,-0.0005359818134891281,-0.02002609215496709,0.03370743927759753,0.002052750091962331,0.148,0.112,0.0,0.5882352941176471,28,11,0.6071428571428571,0.7272727272727273,0.018907563025210017,0.31550802139037437,0.0361053945541829,0.07015735483680582
Q1::residual_submission_blend_ridge_logit_newton/ridge_knn_blend_last::damped::a1::t0.05,Q1,residual_submission_blend_ridge_logit_newton/ridge_knn_blend_last,damped,1.0,0.05,0.5898889020581386,0.5984797793482457,-0.0005359818134891281,-0.02002609215496709,0.03370743927759753,0.002052750091962331,0.148,0.112,0.0,0.5882352941176471,28,11,0.6071428571428571,0.7272727272727273,0.018907563025210017,0.31550802139037437,0.0361053945541829,0.07015735483680582
Q1::residual_submission_blend_ridge_logit_newton/ridge_knn_blend_last::full::a1::t0.08,Q1,residual_submission_blend_ridge_logit_newton/ridge_knn_blend_last,full,1.0,0.08,0.5898889020581386,0.5984797793482457,-0.0005359818134891281,-0.02002609215496709,0.03370743927759753,0.002052750091962331,0.048,0.012,0.0,0.5882352941176471,20,4,0.6,1.0,0.0117647058823529,0.5882352941176471,0.041651164065154414,0.20419388191038412
Q1::residual_submission_blend_ridge_logit_newton/ridge_knn_blend_last::damped::a1::t0.08,Q1,residual_submission_blend_ridge_logit_newton/ridge_knn_blend_last,damped,1.0,0.08,0.5898889020581386,0.5984797793482457,-0.0005359818134891281,-0.02002609215496709,0.03370743927759753,0.002052750091962331,0.048,0.012,0.0,0.5882352941176471,20,4,0.6,1.0,0.0117647058823529,0.5882352941176471,0.041651164065154414,0.20419388191038412
Q1::residual_single_model_opt_ridge_logit_newton/ridge_residual_composite::full::a1::t0.03,Q1,residual_single_model_opt_ridge_logit_newton/ridge_residual_composite,full,1.0,0.03,0.5898889020581386,0.5984797793482457,-0.0005359818134891281,-0.02002609215496709,0.03370743927759753,0.002052750091962331,0.216,0.212,0.0,0.5882352941176471,36,18,0.6388888888888888,0.5555555555555556,0.05065359477124176,0.14379084967320266,0.029692097717785866,0.024718215690655146
Q1::residual_single_model_opt_ridge_logit_newton/ridge_residual_composite::damped::a1::t0.03,Q1,residual_single_model_opt_ridge_logit_newton/ridge_residual_composite,damped,1.0,0.03,0.5898889020581386,0.5984797793482457,-0.0005359818134891281,-0.02002609215496709,0.03370743927759753,0.002052750091962331,0.216,0.212,0.0,0.5882352941176471,36,18,0.6388888888888888,0.5555555555555556,0.05065359477124176,0.14379084967320266,0.029692097717785866,0.024718215690655146
Q1::residual_single_model_opt_ridge_logit_newton/ridge_residual_composite::full::a1::t0.05,Q1,residual_single_model_opt_ridge_logit_newton/ridge_residual_composite,full,1.0,0.05,0.5898889020581386,0.5984797793482457,-0.0005359818134891281,-0.02002609215496709,0.03370743927759753,0.002052750091962331,0.148,0.112,0.0,0.5882352941176471,28,11,0.6071428571428571,0.7272727272727273,0.018907563025210017,0.31550802139037437,0.0361053945541829,0.07015735483680582
Q1::residual_single_model_opt_ridge_logit_newton/ridge_residual_composite::damped::a1::t0.05,Q1,residual_single_model_opt_ridge_logit_newton/ridge_residual_composite,damped,1.0,0.05,0.5898889020581386,0.5984797793482457,-0.0005359818134891281,-0.02002609215496709,0.03370743927759753,0.002052750091962331,0.148,0.112,0.0,0.5882352941176471,28,11,0.6071428571428571,0.7272727272727273,0.018907563025210017,0.31550802139037437,0.0361053945541829,0.07015735483680582
Q1::residual_single_model_opt_ridge_logit_newton/ridge_residual_composite::full::a1::t0.08,Q1,residual_single_model_opt_ridge_logit_newton/ridge_residual_composite,full,1.0,0.08,0.5898889020581386,0.5984797793482457,-0.0005359818134891281,-0.02002609215496709,0.03370743927759753,0.002052750091962331,0.048,0.012,0.0,0.5882352941176471,20,4,0.6,1.0,0.0117647058823529,0.5882352941176471,0.041651164065154414,0.20419388191038412
Q1::residual_single_model_opt_ridge_logit_newton/ridge_residual_composite::damped::a1::t0.08,Q1,residual_single_model_opt_ridge_logit_newton/ridge_residual_composite,damped,1.0,0.08,0.5898889020581386,0.5984797793482457,-0.0005359818134891281,-0.02002609215496709,0.03370743927759753,0.002052750091962331,0.048,0.012,0.0,0.5882352941176471,20,4,0.6,1.0,0.0117647058823529,0.5882352941176471,0.041651164065154414,0.20419388191038412
Q1::constrained_target_blend_logit_newton/last::damped::a0.75::t0.03,Q1,constrained_target_blend_logit_newton/last,damped,0.75,0.03,0.5910625832425951,0.5986647729042801,0.0006376993709673595,-0.019841098598932683,0.029824825441675366,0.0010182947673127974,0.272,0.248,0.0,0.5882352941176471,38,20,0.6578947368421053,0.6,0.06965944272445823,0.18823529411764706,0.03170326920320107,0.02620105659399332
Q1::constrained_target_blend_logit_newton/last::damped::a0.75::t0.05,Q1,constrained_target_blend_logit_newton/last,damped,0.75,0.05,0.5910625832425951,0.5986647729042801,0.0006376993709673595,-0.019841098598932683,0.029824825441675366,0.0010182947673127974,0.172,0.132,0.0,0.5882352941176471,32,14,0.59375,0.6428571428571429,0.005514705882352922,0.23109243697478998,0.02446163198122099,0.044815759678435506
Q1::constrained_target_blend_logit_newton/last::damped::a0.75::t0.08,Q1,constrained_target_blend_logit_newton/last,damped,0.75,0.08,0.5910625832425951,0.5986647729042801,0.0006376993709673595,-0.019841098598932683,0.029824825441675366,0.0010182947673127974,0.072,0.048,0.0,0.5882352941176471,24,5,0.625,1.0,0.03676470588235292,0.5882352941176471,0.04077201400049199,0.15942621488342623
Q1::constrained_target_blend_logit_newton/tradeoff_cap_a0p5::full::a1::t0.03,Q1,constrained_target_blend_logit_newton/tradeoff_cap_a0p5,full,1.0,0.03,0.5892512766796913,0.599612229203973,-0.0011736071919363766,-0.018893642299239843,0.030541539575823146,0.0020372557418251525,0.204,0.188,0.0,0.5882352941176471,35,16,0.6285714285714286,0.625,0.04033613445378148,0.21323529411764708,0.028079573002128645,0.04007930512218811
Q1::constrained_target_blend_logit_newton/tradeoff_cap_a0p5::damped::a1::t0.03,Q1,constrained_target_blend_logit_newton/tradeoff_cap_a0p5,damped,1.0,0.03,0.5892512766796913,0.599612229203973,-0.0011736071919363766,-0.018893642299239843,0.030541539575823146,0.0020372557418251525,0.204,0.188,0.0,0.5882352941176471,35,16,0.6285714285714286,0.625,0.04033613445378148,0.21323529411764708,0.028079573002128645,0.04007930512218811
Q1::constrained_target_blend_logit_newton/tradeoff_cap_a0p5::full::a1::t0.05,Q1,constrained_target_blend_logit_newton/tradeoff_cap_a0p5,full,1.0,0.05,0.5892512766796913,0.599612229203973,-0.0011736071919363766,-0.018893642299239843,0.030541539575823146,0.0020372557418251525,0.12,0.1,0.0,0.5882352941176471,28,9,0.6071428571428571,0.8888888888888888,0.018907563025210017,0.4771241830065359,0.035156933766571266,0.10374396736581037
Q1::constrained_target_blend_logit_newton/tradeoff_cap_a0p5::damped::a1::t0.05,Q1,constrained_target_blend_logit_newton/tradeoff_cap_a0p5,damped,1.0,0.05,0.5892512766796913,0.599612229203973,-0.0011736071919363766,-0.018893642299239843,0.030541539575823146,0.0020372557418251525,0.12,0.1,0.0,0.5882352941176471,28,9,0.6071428571428571,0.8888888888888888,0.018907563025210017,0.4771241830065359,0.035156933766571266,0.10374396736581037
Q1::constrained_target_blend_logit_newton/tradeoff_cap_a0p5::full::a1::t0.08,Q1,constrained_target_blend_logit_newton/tradeoff_cap_a0p5,full,1.0,0.08,0.5892512766796913,0.599612229203973,-0.0011736071919363766,-0.018893642299239843,0.030541539575823146,0.0020372557418251525,0.032,0.004,0.0,0.5882352941176471,14,3,0.5714285714285714,1.0,-0.01680672268907568,0.5882352941176471,0.03545118538126147,0.20571211092785271
Q1::constrained_target_blend_logit_newton/tradeoff_cap_a0p5::damped::a1::t0.08,Q1,constrained_target_blend_logit_newton/tradeoff_cap_a0p5,damped,1.0,0.08,0.5892512766796913,0.599612229203973,-0.0011736071919363766,-0.018893642299239843,0.030541539575823146,0.0020372557418251525,0.032,0.004,0.0,0.5882352941176471,14,3,0.5714285714285714,1.0,-0.01680672268907568,0.5882352941176471,0.03545118538126147,0.20571211092785271
Q1::constrained_target_blend_logit_newton/composite::damped::a0.75::t0.03,Q1,constrained_target_blend_logit_newton/composite,damped,0.75,0.03,0.589372648875907,0.6001431811710812,-0.0010522349957207133,-0.01836269033213156,0.027630364462849864,0.001466608956420064,0.244,0.236,0.0,0.5882352941176471,37,19,0.6486486486486487,0.5789473684210527,0.060413354531001606,0.16718266253869973,0.027838690218353408,0.023281371212588303
Q1::constrained_target_blend_logit_newton/composite::damped::a0.75::t0.05,Q1,constrained_target_blend_logit_newton/composite,damped,0.75,0.05,0.589372648875907,0.6001431811710812,-0.0010522349957207133,-0.01836269033213156,0.027630364462849864,0.001466608956420064,0.16,0.124,0.0,0.5882352941176471,31,11,0.5806451612903226,0.7272727272727273,-0.007590132827324458,0.31550802139037437,0.021174434913944596,0.059833604158609895
Q1::constrained_target_blend_logit_newton/composite::damped::a0.75::t0.08,Q1,constrained_target_blend_logit_newton/composite,damped,0.75,0.08,0.589372648875907,0.6001431811710812,-0.0010522349957207133,-0.01836269033213156,0.027630364462849864,0.001466608956420064,0.068,0.036,0.0,0.5882352941176471,22,5,0.6363636363636364,1.0,0.048128342245989275,0.5882352941176471,0.043409433252393485,0.1509882066801377
Q1::constrained_target_blend_logit_newton/tradeoff_cap_a0p25::full::a1::t0.03,Q1,constrained_target_blend_logit_newton/tradeoff_cap_a0p25,full,1.0,0.03,0.5888558879479348,0.6004250659961831,-0.001568995923692973,-0.01808080550702973,0.027129916123253613,0.0017269252762168526,0.188,0.16,0.0,0.5882352941176471,32,14,0.59375,0.7142857142857143,0.005514705882352922,0.3025210084033614,0.023400462490560214,0.048330738698372636
Q1::constrained_target_blend_logit_newton/tradeoff_cap_a0p25::damped::a1::t0.03,Q1,constrained_target_blend_logit_newton/tradeoff_cap_a0p25,damped,1.0,0.03,0.5888558879479348,0.6004250659961831,-0.001568995923692973,-0.01808080550702973,0.027129916123253613,0.0017269252762168526,0.188,0.16,0.0,0.5882352941176471,32,14,0.59375,0.7142857142857143,0.005514705882352922,0.3025210084033614,0.023400462490560214,0.048330738698372636
Q1::constrained_target_blend_logit_newton/tradeoff_cap_a0p25::full::a1::t0.05,Q1,constrained_target_blend_logit_newton/tradeoff_cap_a0p25,full,1.0,0.05,0.5888558879479348,0.6004250659961831,-0.001568995923692973,-0.01808080550702973,0.027129916123253613,0.0017269252762168526,0.088,0.06,0.0,0.5882352941176471,25,7,0.64,0.8571428571428571,0.051764705882352935,0.4453781512605042,0.04117072602935339,0.10064166271204723
Q1::constrained_target_blend_logit_newton/tradeoff_cap_a0p25::damped::a1::t0.05,Q1,constrained_target_blend_logit_newton/tradeoff_cap_a0p25,damped,1.0,0.05,0.5888558879479348,0.6004250659961831,-0.001568995923692973,-0.01808080550702973,0.027129916123253613,0.0017269252762168526,0.088,0.06,0.0,0.5882352941176471,25,7,0.64,0.8571428571428571,0.051764705882352935,0.4453781512605042,0.04117072602935339,0.10064166271204723
Q1::constrained_target_blend_logit_newton/tradeoff_cap_a0p25::full::a1::t0.08,Q1,constrained_target_blend_logit_newton/tradeoff_cap_a0p25,full,1.0,0.08,0.5888558879479348,0.6004250659961831,-0.001568995923692973,-0.01808080550702973,0.027129916123253613,0.0017269252762168526,0.02,0.0,0.0,0.5882352941176471,8,3,0.625,1.0,0.03676470588235292,0.5882352941176471,0.06970467544249714,0.18498439486682258
Q1::constrained_target_blend_logit_newton/tradeoff_cap_a0p25::damped::a1::t0.08,Q1,constrained_target_blend_logit_newton/tradeoff_cap_a0p25,damped,1.0,0.08,0.5888558879479348,0.6004250659961831,-0.001568995923692973,-0.01808080550702973,0.027129916123253613,0.0017269252762168526,0.02,0.0,0.0,0.5882352941176471,8,3,0.625,1.0,0.03676470588235292,0.5882352941176471,0.06970467544249714,0.18498439486682258
Q1::constrained_target_blend_logit_newton/tradeoff_cap_a0p35::full::a1::t0.03,Q1,constrained_target_blend_logit_newton/tradeoff_cap_a0p35,full,1.0,0.03,0.5888558879479348,0.6004250659961831,-0.001568995923692973,-0.01808080550702973,0.027129916123253613,0.0017269252762168526,0.188,0.16,0.0,0.5882352941176471,32,14,0.59375,0.7142857142857143,0.005514705882352922,0.3025210084033614,0.023400462490560214,0.048330738698372636
Q1::constrained_target_blend_logit_newton/tradeoff_cap_a0p35::damped::a1::t0.03,Q1,constrained_target_blend_logit_newton/tradeoff_cap_a0p35,damped,1.0,0.03,0.5888558879479348,0.6004250659961831,-0.001568995923692973,-0.01808080550702973,0.027129916123253613,0.0017269252762168526,0.188,0.16,0.0,0.5882352941176471,32,14,0.59375,0.7142857142857143,0.005514705882352922,0.3025210084033614,0.023400462490560214,0.048330738698372636
Q1::constrained_target_blend_logit_newton/tradeoff_cap_a0p35::full::a1::t0.05,Q1,constrained_target_blend_logit_newton/tradeoff_cap_a0p35,full,1.0,0.05,0.5888558879479348,0.6004250659961831,-0.001568995923692973,-0.01808080550702973,0.027129916123253613,0.0017269252762168526,0.088,0.06,0.0,0.5882352941176471,25,7,0.64,0.8571428571428571,0.051764705882352935,0.4453781512605042,0.04117072602935339,0.10064166271204723
Q1::constrained_target_blend_logit_newton/tradeoff_cap_a0p35::damped::a1::t0.05,Q1,constrained_target_blend_logit_newton/tradeoff_cap_a0p35,damped,1.0,0.05,0.5888558879479348,0.6004250659961831,-0.001568995923692973,-0.01808080550702973,0.027129916123253613,0.0017269252762168526,0.088,0.06,0.0,0.5882352941176471,25,7,0.64,0.8571428571428571,0.051764705882352935,0.4453781512605042,0.04117072602935339,0.10064166271204723
Q1::constrained_target_blend_logit_newton/tradeoff_cap_a0p35::full::a1::t0.08,Q1,constrained_target_blend_logit_newton/tradeoff_cap_a0p35,full,1.0,0.08,0.5888558879479348,0.6004250659961831,-0.001568995923692973,-0.01808080550702973,0.027129916123253613,0.0017269252762168526,0.02,0.0,0.0,0.5882352941176471,8,3,0.625,1.0,0.03676470588235292,0.5882352941176471,0.06970467544249714,0.18498439486682258
Q1::constrained_target_blend_logit_newton/tradeoff_cap_a0p35::damped::a1::t0.08,Q1,constrained_target_blend_logit_newton/tradeoff_cap_a0p35,damped,1.0,0.08,0.5888558879479348,0.6004250659961831,-0.001568995923692973,-0.01808080550702973,0.027129916123253613,0.0017269252762168526,0.02,0.0,0.0,0.5882352941176471,8,3,0.625,1.0,0.03676470588235292,0.5882352941176471,0.06970467544249714,0.18498439486682258
Q1::constrained_target_blend_logit_newton/last::up::a1::t0.03,Q1,constrained_target_blend_logit_newton/last,up,1.0,0.03,0.5964068522312111,0.6010961249676319,0.005981968359583423,-0.017409746535580917,0.020562080139325447,0.020562080139325447,0.272,0.0,0.0,0.5882352941176471,38,0,0.6578947368421053,,0.06965944272445823,,0.034363129250298816,
Q1::constrained_target_blend_logit_newton/last::up::a1::t0.05,Q1,constrained_target_blend_logit_newton/last,up,1.0,0.05,0.5964068522312111,0.6010961249676319,0.005981968359583423,-0.017409746535580917,0.020562080139325447,0.020562080139325447,0.172,0.0,0.0,0.5882352941176471,32,0,0.59375,,0.005514705882352922,,0.023469883894920655,
