split,target,fold,subject_id,rows,emission_power,transition_blend,p00,p11,before_mean,after_mean,source
oof,Q1,4,id07,9,0.5,0.15,0.6105263157894737,0.5895953757225434,0.47078227156452546,0.53038499315559,seq_Q1_0p5_0p15
oof,Q1,4,id08,11,0.5,0.15,0.6105263157894737,0.5895953757225434,0.35646527187000365,0.36524028385128254,seq_Q1_0p5_0p15
oof,Q1,4,id09,8,0.5,0.15,0.6105263157894737,0.5895953757225434,0.3999919414034874,0.3826633937919619,seq_Q1_0p5_0p15
oof,Q1,4,id10,6,0.5,0.15,0.6105263157894737,0.5895953757225434,0.4950950375769163,0.4224920467221002,seq_Q1_0p5_0p15
test,Q1,-1,id01,27,0.5,0.15,0.6096491228070176,0.6227272727272727,0.4336724013809039,0.4475573990873585,seq_Q1_0p5_0p15
test,Q1,-1,id02,32,0.5,0.15,0.6096491228070176,0.6227272727272727,0.5105957198340306,0.5260142949935029,seq_Q1_0p5_0p15
test,Q1,-1,id03,21,0.5,0.15,0.6096491228070176,0.6227272727272727,0.6787227179611905,0.6239778025333322,seq_Q1_0p5_0p15
test,Q1,-1,id04,27,0.5,0.15,0.6096491228070176,0.6227272727272727,0.5842484958604136,0.5339162224675,seq_Q1_0p5_0p15
test,Q1,-1,id05,21,0.5,0.15,0.6096491228070176,0.6227272727272727,0.5974882935120752,0.5249519694256678,seq_Q1_0p5_0p15
test,Q1,-1,id06,24,0.5,0.15,0.6096491228070176,0.6227272727272727,0.2615632648414763,0.3430910721962519,seq_Q1_0p5_0p15
test,Q1,-1,id07,30,0.5,0.15,0.6096491228070176,0.6227272727272727,0.5296516335797071,0.5000781516682461,seq_Q1_0p5_0p15
test,Q1,-1,id08,19,0.5,0.15,0.6096491228070176,0.6227272727272727,0.35189420653875336,0.3959647040194732,seq_Q1_0p5_0p15
test,Q1,-1,id09,27,0.5,0.15,0.6096491228070176,0.6227272727272727,0.5103423937300035,0.4931757031853345,seq_Q1_0p5_0p15
test,Q1,-1,id10,22,0.5,0.15,0.6096491228070176,0.6227272727272727,0.4602822400374256,0.46109306110025533,seq_Q1_0p5_0p15
oof,Q1,0,id01,9,0.5,0.3,0.6136363636363636,0.6271186440677966,0.38812273618277726,0.4281649190991052,seq_Q1_0p5_0p3
oof,Q1,0,id02,10,0.5,0.3,0.6136363636363636,0.6271186440677966,0.4647918364292587,0.4819736707638359,seq_Q1_0p5_0p3
oof,Q1,0,id03,7,0.5,0.3,0.6136363636363636,0.6271186440677966,0.8131467496638531,0.727493229700669,seq_Q1_0p5_0p3
oof,Q1,0,id04,12,0.5,0.3,0.6136363636363636,0.6271186440677966,0.6110989039050624,0.5820133448601624,seq_Q1_0p5_0p3
oof,Q1,0,id05,9,0.5,0.3,0.6136363636363636,0.6271186440677966,0.7594300556964532,0.6763856545149621,seq_Q1_0p5_0p3
oof,Q1,0,id06,10,0.5,0.3,0.6136363636363636,0.6271186440677966,0.30856119325719356,0.3776832662375984,seq_Q1_0p5_0p3
oof,Q1,0,id07,10,0.5,0.3,0.6136363636363636,0.6271186440677966,0.4231188600317646,0.4556802691858663,seq_Q1_0p5_0p3
oof,Q1,0,id08,12,0.5,0.3,0.6136363636363636,0.6271186440677966,0.3669871002688796,0.4169165287995411,seq_Q1_0p5_0p3
