source,target,full_logloss,last_logloss,full_delta_vs_anchor,last_delta_vs_anchor
seq_S2_0p5_0p8,S2,0.6154074816388099,0.7311825204481255,0.05528707594910165,0.10836719755269208
seq_S2_0p8_0p6,S2,0.6091703565560516,0.7332058393978144,0.04904995086634334,0.11039051650238096
seq_S2_1_0p45,S2,0.6092218124216306,0.7359228499039171,0.049101406731922426,0.1131075270084837
seq_S2_0p65_0p8,S2,0.6156880533544192,0.7458114127452139,0.055567647664711006,0.1229960898497805
seq_S2_1p25_0p3,S2,0.6149143460658812,0.7472659333760231,0.05479394037617302,0.1244506104805897
seq_S2_1_0p6,S2,0.6177909257726715,0.7582580957985002,0.05767052008296325,0.13544277290306683
seq_S2_1p5_0p15,S2,0.6236926512933263,0.76075219210241,0.06357224560361807,0.13793686920697656
seq_S2_0p5_1,S2,0.6254817814320678,0.7624351524755422,0.06536137574235956,0.13961982958010877
seq_S2_0p8_0p8,S2,0.6206662548165963,0.7643380315435004,0.060545849126888096,0.14152270864806704
seq_S2_1p25_0p45,S2,0.6244559744474768,0.7700430855354319,0.06433556875776858,0.14722776263999848
seq_S2_0p65_1,S2,0.6292029393816782,0.7811979315464832,0.06908253369196993,0.1583826086510498
seq_S2_1p5_0p3,S2,0.6340935335145697,0.7839757763069853,0.07397312782486143,0.16116045341155194
seq_S2_1_0p8,S2,0.6329604132925716,0.7935370828732722,0.07284000760286335,0.17072175997783878
seq_S2_1p25_0p6,S2,0.6360844276364495,0.7957491953366206,0.07596402194674123,0.1729338724411872
seq_S2_0p8_1,S2,0.6372302859628005,0.8032428169214827,0.07710988027309229,0.1804274940260493
seq_S2_1p5_0p45,S2,0.6463459014304214,0.8096836954450096,0.08622549574071314,0.18686837254957622
seq_S2_1p25_0p8,S2,0.6551584041318592,0.8352237070834486,0.095037998442151,0.21240838418801522
seq_S2_1_1,S2,0.6530428222155825,0.8363228484729653,0.0929224165258743,0.21350752557753194
seq_S2_1p5_0p6,S2,0.6605718828408602,0.8381331484087196,0.10045147715115199,0.21531782551328615
seq_S2_1p5_0p8,S2,0.6829270245487775,0.8809724559324679,0.1228066188590693,0.25815713303703447
seq_S2_1p25_1,S2,0.6789207367837301,0.8818486410253242,0.11880033109402188,0.25903331812989083
seq_S2_1p5_1,S2,0.7097532191422291,0.9306166723613037,0.14963281345252089,0.30780134946587034
anchor_temp_0p85,S3,0.5492826436479417,0.597983818826602,0.007731269126253548,-0.002695206163971564
anchor_temp_0p92,S3,0.5451417197113754,0.5986616538446945,0.0035903451896872607,-0.0020173711458790766
anchor,S3,0.5415513745216881,0.6006790249905736,0.0,0.0
mean_sm16,S3,0.5415513745216881,0.6006790249905736,0.0,0.0
mean_sm32,S3,0.5560694664531781,0.6025200253068658,0.014518091931490007,0.0018410003162921962
anchor_temp_1p08,S3,0.5391043189133821,0.6039345516369679,-0.002447055608306048,0.00325552664639428
last30_sm4,S3,0.5627729102977385,0.6044610769022242,0.02122153577605035,0.003782051911650597
mean_sm8,S3,0.5346960224695005,0.6057192580214987,-0.006855352052187569,0.005040233030925156
anchor_temp_1p15,S3,0.5378412752375389,0.6077293841731815,-0.0037100992841492264,0.007050359182607879
last3_sm4,S3,0.6030595797015996,0.6113525486492973,0.06150820517991151,0.01067352365872376
mean_sm64,S3,0.5768879838463363,0.6123744661935577,0.035336609324648216,0.011695441202984158
seq_S3_0p65_0p15,S3,0.5802159505195529,0.6129487835878943,0.03866457599786477,0.012269758597320712
seq_S3_0p8_0p15,S3,0.5705852095114715,0.6130739182725059,0.029033834989783402,0.012394893281932329
mean_sm4,S3,0.5329707322129249,0.6131425346241246,-0.008580642308763209,0.012463509633551029
ridge30,S3,0.5334527539922791,0.6160680382714938,-0.008098620529409017,0.015389013280920238
seq_S3_0p65_0p3,S3,0.5769048013754654,0.6166594588960169,0.03535342685377729,0.015980433905443348
seq_S3_0p5_0p15,S3,0.5948803208642942,0.6182934813372426,0.0533289463426061,0.017614456346669027
seq_S3_0p5_0p3,S3,0.5891817645217796,0.6187763932524055,0.047630390000091505,0.018097368261831948
seq_S3_0p8_0p3,S3,0.5698042535491366,0.6201278085306448,0.02825287902744844,0.01944878354007118
seq_S3_1_0p15,S3,0.5645261757297928,0.620545153083576,0.02297480120810469,0.019866128093002478
ridge10,S3,0.5349347869898616,0.6214429696144169,-0.006616587531826479,0.020763944623843344
seq_S3_0p5_0p45,S3,0.5857196062049413,0.6219453125935225,0.044168231683253234,0.021266287602948908
model_lgbm_anchor,S3,0.5510634335367197,0.6220628779683708,0.009512059015031604,0.021383852977797213
seq_S3_0p65_0p45,S3,0.5760645246069602,0.6233400738584755,0.034513150085272115,0.02266104886790188
seq_S3_0p5_0p6,S3,0.5848438698633855,0.6282816656158422,0.043292495341697435,0.027602640625268626
last5_sm4,S3,0.5923909999018132,0.629582919139541,0.0508396253801251,0.028903894148967435
ridge3,S3,0.5370456473429509,0.6296502285536971,-0.004505727178737207,0.02897120356312355
seq_S3_0p8_0p45,S3,0.5716355204392775,0.6303093718493347,0.030084145917589344,0.029630346858761092
last20_sm4,S3,0.5676222252231156,0.6312810990399178,0.02607085070142745,0.03060207404934423
seq_S3_1_0p3,S3,0.5671294272466869,0.6319704346231921,0.0255780527249988,0.03129140963261856
seq_S3_0p65_0p6,S3,0.5780074807268761,0.6334239329813647,0.03645610620518802,0.032744907990791106
ridge1,S3,0.5383060047502607,0.634758529718352,-0.00324536977142742,0.03407950472777843
ridge0.5,S3,0.5387188715948877,0.6364595026353153,-0.002832502926800373,0.03578047764474168
seq_S3_1p25_0p15,S3,0.5659928729025472,0.6395263266039548,0.024441498380859072,0.038847301613381235
last10_sm4,S3,0.5811845734159552,0.6421345976507724,0.039633198894267085,0.041455572660198836
seq_S3_0p5_0p8,S3,0.5884791194533202,0.6427358523618755,0.0469277449316321,0.0420568273713019
seq_S3_0p8_0p6,S3,0.5763499472980688,0.6440025302201943,0.034798572776380654,0.043323505229620696
last2_sm4,S3,0.6132675208100156,0.6444628446874523,0.07171614628832745,0.04378381969687872
seq_S3_1_0p45,S3,0.5724150454215858,0.6465799696713479,0.03086367089989772,0.045900944680774325
seq_S3_0p65_0p8,S3,0.5856320146174533,0.6531505227749055,0.04408064009576518,0.05247149778433191
seq_S3_1p25_0p3,S3,0.5726023553450283,0.6559940582768309,0.031050980823340235,0.05531503328625731
seq_S3_1_0p6,S3,0.5806079930668278,0.6647103499292616,0.03905661854513964,0.06403132493868802
last2_sm2,S3,0.6202517658892656,0.6647731235092729,0.07870039136757745,0.0640940985186993
seq_S3_0p5_1,S3,0.5989610708533066,0.6659638890213694,0.05740969633161852,0.06528486403079581
seq_S3_1p5_0p15,S3,0.575449650274844,0.6669571409984955,0.03389827575315585,0.06627811600792188
seq_S3_0p8_0p8,S3,0.5877519975038198,0.6686305471965491,0.04620062298213168,0.06795152220597556
seq_S3_1p25_0p45,S3,0.5818564500496662,0.6755651983289391,0.04030507552797813,0.07488617333836556
seq_S3_0p65_1,S3,0.6002583220914173,0.6818437651434683,0.05870694756972916,0.08116474015289477
seq_S3_1p5_0p3,S3,0.5856767508686332,0.6878602360041238,0.04412537634694513,0.08718121101355025
seq_S3_1_0p8,S3,0.5966118634987871,0.6952055154618082,0.05506048897709903,0.09452649047123463
seq_S3_1p25_0p6,S3,0.5939461617610199,0.6985542385676353,0.052394787239331775,0.09787521357706175
seq_S3_0p8_1,S3,0.6061536801699094,0.7022362961908227,0.06460230564822134,0.10155727120024916
seq_S3_1p5_0p45,S3,0.5984391209194626,0.7117110049883086,0.0568877463977745,0.11103197999773506
seq_S3_1_1,S3,0.6194847319266165,0.7345658469186785,0.07793335740492835,0.13388682192810497
seq_S3_1p25_0p8,S3,0.6149855003399307,0.735351529552282,0.0734341258182426,0.13467250456170843
seq_S3_1p5_0p6,S3,0.6139160766795259,0.7388317042550893,0.07236470215783775,0.1381526792645157
seq_S3_1p25_1,S3,0.6426581979252968,0.780820374614132,0.10110682340360866,0.18014134962355843
seq_S3_1p5_0p8,S3,0.6392708719582517,0.7809340255661236,0.09771949743656361,0.18025500057555
seq_S3_1p5_1,S3,0.6710214077454905,0.831525142368841,0.12947003322380235,0.23084611737826743
seq_S4_1p5_0p45,S4,0.7170842737836824,0.5510263026028728,0.08628523617905748,-0.037628082038117405
seq_S4_1p5_0p6,S4,0.722133138651624,0.5511646902817746,0.09133410104699902,-0.037489694359215564
seq_S4_1p5_0p3,S4,0.7127710830444386,0.5513224674311976,0.08197204543981362,-0.037331917209792564
seq_S4_1p5_0p15,S4,0.7091517469702474,0.5520429040535438,0.07835270936562244,-0.03661148058744634
seq_S4_1p5_0p8,S4,0.730094240799874,0.5520471899377555,0.09929520319524898,-0.0366071947032347
seq_S4_1p5_1,S4,0.7395886833309697,0.5537620459837637,0.10878964572634475,-0.03489233865722652
seq_S4_1p25_0p6,S4,0.7128345314038542,0.5544527026813796,0.08203549379922925,-0.0342016819596106
seq_S4_1p25_0p8,S4,0.7189187676362002,0.5546800027869718,0.08811973003157525,-0.033974381854018354
seq_S4_1p25_0p45,S4,0.7091571333914897,0.5548191123011308,0.0783580957868647,-0.03383527233985939
seq_S4_1p25_0p3,S4,0.7061801596740236,0.5556262965832556,0.07538112206939862,-0.033028088057734606
seq_S4_1p25_1,S4,0.7264888570680975,0.5557705380228039,0.09568981946347255,-0.03288384661818633
seq_S4_1p25_0p15,S4,0.703857755759771,0.5568593019055863,0.07305871815514609,-0.03179508273540388
seq_S4_1_0p8,S4,0.7120016671958567,0.5617526354206788,0.0812026295912317,-0.02690174922031141
seq_S4_1_0p6,S4,0.7078330746548294,0.5621120049242472,0.0770340370502044,-0.026542379716743003
seq_S4_1_1,S4,0.7175704140989256,0.5622728299830319,0.08677137649430067,-0.026381554657958328
seq_S4_1_0p45,S4,0.7055301540222586,0.5629213597550117,0.07473111641763364,-0.025733024885978506
seq_S4_1_0p3,S4,0.7038696886472866,0.5641683212107942,0.07307065104266164,-0.024486063430195992
seq_S4_1_0p15,S4,0.7028017987397218,0.565833111931671,0.07200276113509685,-0.022821272709319218
seq_S4_0p8_0p8,S4,0.7102265524895711,0.5710806116174053,0.07942751488494615,-0.01757377302358487
seq_S4_0p8_1,S4,0.7141975997797473,0.5712283179553372,0.08339856217512231,-0.01742606668565294
seq_S4_0p8_0p6,S4,0.7075505048013282,0.5718127896958314,0.07675146719670323,-0.0168415949451588
seq_S4_0p8_0p45,S4,0.7062939019258382,0.5728958709079311,0.07549486432121322,-0.015758513733059032
seq_S4_0p8_0p3,S4,0.7056143587267694,0.5744072752186233,0.0748153211221444,-0.014247109422366844
seq_S4_0p8_0p15,S4,0.7054599060655344,0.5763238056997332,0.07466086846090947,-0.012330578941256998
seq_S4_0p65_1,S4,0.7143306725334586,0.580402448933408,0.08353163492883364,-0.008251935707582203
seq_S4_0p65_0p8,S4,0.7115037605800204,0.5804568677065397,0.08070472297539544,-0.008197516934450477
anchor_temp_1p15,S4,0.6294596396317422,0.5807100786105276,-0.0013393979728827388,-0.007944306030462589
seq_S4_0p65_0p6,S4,0.7098685697915754,0.581383765196024,0.07906953218695045,-0.007270619444966209
seq_S4_0p65_0p45,S4,0.7093234545148365,0.5826040623019275,0.0785244169102115,-0.006050322339062664
anchor_temp_1p08,S4,0.6298629908872393,0.5841945992552916,-0.0009360467173856746,-0.004459785385698578
seq_S4_0p65_0p3,S4,0.7092955525009113,0.5842424864495367,0.07849651489628628,-0.004411898191453489
seq_S4_0p65_0p15,S4,0.7097327819682606,0.5862738226326666,0.07893374436363565,-0.0023805620083235945
anchor,S4,0.630799037604625,0.5886543846409902,0.0,0.0
seq_S4_0p5_1,S4,0.7171421348682725,0.5918690002024636,0.08634309726364753,0.0032146155614733996
seq_S4_0p5_0p8,S4,0.7153548898846831,0.5920362389736257,0.08455585228005813,0.003381854332635492
seq_S4_0p5_0p6,S4,0.714636132631092,0.593062762321184,0.08383709502646708,0.0044083776801938646
anchor_temp_0p92,S4,0.6322621830431565,0.5936392894777625,0.0014631454385315434,0.004984904836772275
model_lgbm_anchor,S4,0.6418567480412247,0.5941789801306988,0.011057710436599755,0.005524595489708628
seq_S4_0p5_0p45,S4,0.7146987256228641,0.5943460697419161,0.0838996880182391,0.005691685100925881
seq_S4_0p5_0p3,S4,0.7152117783895379,0.596035548844546,0.0844127407849129,0.0073811642035558345
seq_S4_0p5_0p15,S4,0.7161249188383256,0.598104600081118,0.08532588123370066,0.009450215440127807
anchor_temp_0p85,S4,0.6339914640179487,0.5984444728275884,0.0031924264133237346,0.009790088186598211
ridge0.5,S4,0.6357675692366024,0.598461876428602,0.004968531631977413,0.009807491787611866
ridge1,S4,0.635742143378028,0.5990292652229641,0.004943105773403067,0.010374880581973889
last20_sm4,S4,0.6554596448401588,0.6001866981648099,0.02466060723553387,0.01153231352381967
ridge3,S4,0.6358300117174364,0.6013436081382584,0.005030974112811393,0.012689223497268198
ridge10,S4,0.6369630542517473,0.6085144293025655,0.006164016647122295,0.019860044661575316
last30_sm4,S4,0.6564176239006446,0.6161809690957103,0.025618586296019652,0.027526584454720116
last10_sm4,S4,0.6460236020332295,0.6163947251544768,0.015224564428604537,0.027740340513486617
ridge30,S4,0.6400173092342094,0.6202764485656472,0.00921827162958444,0.03162206392465705
last2_sm4,S4,0.65759769776217,0.6313762457184615,0.026798660157545062,0.042721861077471335
last2_sm2,S4,0.6619496110817944,0.6316731567330509,0.03115057347716943,0.04301877209206073
last5_sm4,S4,0.666576895117272,0.6400577292702005,0.03577785751264706,0.05140334462921037
last3_sm4,S4,0.6666990642582256,0.6402989955280705,0.03590002665360059,0.05164461088708028
mean_sm4,S4,0.6477644243760265,0.6419047265767579,0.01696538677140158,0.05325034193576772
mean_sm8,S4,0.6471269513888377,0.6434512550943173,0.016327913784212722,0.05479687045332715
mean_sm16,S4,0.64847227739053,0.6472398364308425,0.01767323978590507,0.058585451789852305
mean_sm32,S4,0.6533210175238409,0.6541839022477295,0.022521979919215895,0.06552951760673931
mean_sm64,S4,0.6613325369912656,0.663568374437291,0.030533499386640628,0.07491398979630082
