source,target,full_logloss,last_logloss,full_delta_vs_anchor,last_delta_vs_anchor
seq_Q3_0p65_0p8,Q3,0.741060689231531,0.6278209720020629,0.0783801431033303,-0.006871036238690564
seq_Q3_0p65_1,Q3,0.7543141972376671,0.6289306987411998,0.09163365110946642,-0.0057613094995536684
seq_Q3_0p65_0p6,Q3,0.7329056070901513,0.6301871079550316,0.07022506096195058,-0.0045049002857218134
seq_Q3_0p5_0p6,Q3,0.7287769463495412,0.631293711891699,0.06609640022134045,-0.0033982963490544194
seq_Q3_0p8_0p6,Q3,0.7393168306516722,0.6315613860150857,0.07663628452347149,-0.003130622225667734
seq_Q3_0p8_0p8,Q3,0.7506010773111624,0.6320031291415639,0.08792053118296173,-0.0026888790991895783
anchor_temp_1p15,Q3,0.6647218899965968,0.6331217320797131,0.0020413438683960505,-0.0015702761610403293
seq_Q3_0p8_0p45,Q3,0.7338063886246023,0.6333352186090764,0.07112584249640164,-0.001356789631677069
anchor_temp_1p08,Q3,0.6635735165078993,0.6336419527868995,0.0008929703796985988,-0.0010500554538539486
seq_Q3_0p65_0p45,Q3,0.7294223969200964,0.633772751099489,0.06674185079189565,-0.0009192571412643957
anchor,Q3,0.6626805461282007,0.6346920082407534,0.0,0.0
last2_sm4,Q3,0.6712174284630376,0.6351585385120845,0.008536882334836848,0.00046653027133103375
seq_Q3_1_0p45,Q3,0.7426802274513395,0.6360212576411848,0.07999968132313884,0.0013292494004313316
anchor_temp_0p92,Q3,0.6622458656563825,0.6362402024377785,-0.0004346804718181607,0.0015481941970250102
seq_Q3_0p8_1,Q3,0.767487242912984,0.6363720152718649,0.10480669678478327,0.0016800070311114856
seq_Q3_0p5_0p45,Q3,0.7271762444025263,0.6365288130141409,0.06449569827432555,0.0018368047733874349
seq_Q3_0p8_0p3,Q3,0.7303881047180987,0.6366150473156418,0.06770755858989796,0.001923039074888333
seq_Q3_1_0p6,Q3,0.7510244267685185,0.6368048786554911,0.08834388064031784,0.002112870414737622
seq_Q3_1_0p3,Q3,0.7367294446420337,0.6370180018221605,0.074048898513833,0.00232599358140706
anchor_temp_0p85,Q3,0.662250058700616,0.6380131570981988,-0.0004304874275846693,0.0033211488574453885
seq_Q3_0p65_0p3,Q3,0.7277699901418779,0.6386193317946373,0.06508944401367722,0.00392732355388381
seq_Q3_1_0p15,Q3,0.7328481448072034,0.6395718839881375,0.07016759867900269,0.0048798757473840215
last2_sm2,Q3,0.6881175292115492,0.6400539428181757,0.02543698308334852,0.005361934577422289
seq_Q3_1_0p8,Q3,0.7665554653552279,0.6410700943996553,0.10387491922702718,0.006378086158901897
seq_Q3_0p8_0p15,Q3,0.7287426646228043,0.6411755179284127,0.06606211849460364,0.006483509687659206
seq_Q3_1p25_0p15,Q3,0.7419076839135993,0.6417840038387377,0.07922713778539858,0.007091995597984235
seq_Q3_1p25_0p3,Q3,0.7488029516011518,0.6419686794211995,0.08612240547295114,0.007276671180446059
seq_Q3_0p5_0p3,Q3,0.7271229724565973,0.6427565986114665,0.06444242632839658,0.008064590370713054
seq_Q3_1p25_0p45,Q3,0.7580701287325617,0.6439777636942349,0.09538958260436103,0.009285755453481426
seq_Q3_0p65_0p15,Q3,0.7276432942135737,0.6445118557597125,0.06496274808537295,0.009819847518959035
seq_Q3_1p25_0p6,Q3,0.7700224117455975,0.648014408355172,0.10734186561739678,0.013322400114418542
seq_Q3_1p5_0p15,Q3,0.7549081378036128,0.648197567994863,0.09222759167541206,0.013505559754109608
model_lgbm_anchor,Q3,0.6511236773418935,0.6490490027988318,-0.01155686878630724,0.014356994558078373
seq_Q3_1_1,Q3,0.7882120844533725,0.6497070126859132,0.12553153832517183,0.015015004445159796
seq_Q3_0p5_0p15,Q3,0.7283366151553142,0.6497838585210044,0.06565606902711352,0.015091850280250951
seq_Q3_1p5_0p3,Q3,0.7649294044890765,0.6512205335099401,0.10224885836087583,0.01652852526918669
seq_Q3_1p5_0p45,Q3,0.7775445471385514,0.6562425440795379,0.11486400101035066,0.021550535838784413
seq_Q3_1p25_0p8,Q3,0.7907913686316553,0.6569607009734534,0.12811082250345462,0.022268692732699935
last3_sm4,Q3,0.6707167386858133,0.662652013481742,0.008036192557612565,0.027960005240988517
seq_Q3_1p5_0p6,Q3,0.7930466450837117,0.663439480852642,0.130366098955511,0.02874747261188859
mean_sm64,Q3,0.6690658884767072,0.6694908350876829,0.0063853423485065175,0.034798826846929476
seq_Q3_1p25_1,Q3,0.8181311375494666,0.6706169891594677,0.15545059142126594,0.03592498091871421
seq_Q3_1p5_0p8,Q3,0.818824255147952,0.6767842066021085,0.15614370901975128,0.04209219836135503
mean_sm32,Q3,0.6701507581961467,0.6810889859039716,0.007470212067945958,0.04639697766321815
seq_Q3_1p5_1,Q3,0.8514363878871793,0.6950020330825635,0.18875584175897864,0.06031002484181003
mean_sm16,Q3,0.6732453615160358,0.6957035394521907,0.010564815387835047,0.06101153121143721
last20_sm4,Q3,0.6869420705665246,0.697348231736517,0.024261524438323856,0.06265622349576361
last10_sm4,Q3,0.6786669554896769,0.7000427490007375,0.015986409361476217,0.06535074075998404
last30_sm4,Q3,0.6871337070046558,0.7037036213923666,0.024453160876455104,0.0690116131516132
mean_sm8,Q3,0.6770605254200528,0.7095784711029406,0.014379979291852085,0.07488646286218714
